user_id,join_date,city,country,account_age_days,loyalty_tier,num_devices_used,primary_device,is_fraud_ground_truth,total_orders,total_spend,avg_order_value,max_order_value,unique_categories,unique_cities,total_returns,total_refund_amt,avg_refund_amt,avg_days_to_return,min_days_to_return,high_value_returns,return_rate,refund_to_spend_ratio,orders_per_day,quick_return_flag,multi_city_flag,multi_device_flag,new_account_flag,high_value_return_flag,fraud_score,rf_probability,anomaly_score,risk_level,flagged_reasons
USR00361,2023-10-28,Hyderabad,India,881,Silver,2,Android,0,5,23030.72,4606.144,7281.36,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056753688989784334,1,0,0,0,0,4,0.2,10.5,Low,Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00362,2026-02-23,Chennai,India,32,Bronze,3,iOS,0,2,18751.22,9375.61,9892.94,2,1,2.0,18751.22,9375.61,5.0,1.0,2.0,1.0,1.0,0.0625,1,0,1,1,1,41,12.1,93.9,Medium,Multi-device: 3+ devices | New account: < 60 days old | Refund ratio: 100% of spend
USR00363,2025-03-20,Pune,India,372,Silver,2,Web,0,3,21323.63,7107.876666666667,9428.78,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,1,0,0,0,0,3,0.1,9.1,Low,Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00364,2023-08-03,Bangalore,India,967,Bronze,2,Android,0,8,39364.18,4920.5225,7248.76,4,1,2.0,9241.85,4620.925,3.5,3.0,2.0,0.25,0.23477816634310686,0.008273009307135471,0,0,0,0,1,3,0.0,9.3,Low,Avg days to return: 3.5 days avg | HV refunds: 2 refunds
USR00365,2024-07-03,Delhi,India,65,Gold,3,Web,1,3,30595.81733037247,10198.605776790822,12054.40506637267,3,1,1.0,8810.54,8810.54,4.0,4.0,1.0,0.3333333333333333,0.28796550537820664,0.046153846153846156,0,0,1,0,0,75,93.6,39.5,High,Multi-device: 3+ devices
USR00366,2025-03-27,Chennai,India,65,Bronze,3,Web,1,3,21073.987065973073,7024.662355324358,10596.194839872158,3,1,1.0,3026.46,3026.46,8.0,8.0,1.0,0.3333333333333333,0.1436111728893792,0.046153846153846156,0,0,1,0,0,63,82.7,25.7,Medium,Multi-device: 3+ devices
USR00367,2023-11-29,Bangalore,India,849,Gold,3,Android,0,5,27658.3,5531.66,8371.31,3,1,1.0,8371.31,8371.31,6.0,6.0,1.0,0.2,0.3026689999023801,0.005889281507656066,0,0,1,0,0,6,0.8,17.1,Low,Multi-device: 3+ devices
USR00368,2024-07-22,Delhi,India,613,Silver,3,Web,0,8,40486.2,5060.775,8109.42,4,1,3.0,15209.1,5069.7,5.0,3.0,2.0,0.375,0.37566133645538485,0.013050570962479609,0,0,1,0,1,4,1.0,8.7,Low,Multi-device: 3+ devices | HV refunds: 2 refunds
USR00369,2026-01-26,Pune,India,60,Silver,1,iOS,0,14,53652.83,3832.3450000000003,8778.32,4,1,4.0,12024.56,3006.14,5.0,2.0,3.0,0.2857142857142857,0.22411790766675307,0.23333333333333334,1,0,0,1,1,18,0.1,52.2,Low,New account: < 60 days old | HV refunds: 3 refunds | Quick returns: within 2 days
USR00370,2025-05-25,Delhi,India,65,Gold,3,iOS,1,10,52565.06192834973,5256.506192834973,9132.2015143611,3,1,3.0,7318.92,2439.64,5.333333333333333,2.0,3.0,0.3,0.13923544901319165,0.15384615384615385,1,0,1,0,1,59,79.6,20.6,Medium,Multi-device: 3+ devices | HV refunds: 3 refunds | Quick returns: within 2 days
USR00371,2024-02-08,Pune,India,778,Silver,2,Android,0,2,13310.83,6655.415,9495.89,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002570694087403599,1,0,0,0,0,5,0.5,12.1,Low,Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00372,2025-04-06,Hyderabad,India,355,Silver,2,iOS,0,5,26946.989999999998,5389.397999999999,8303.8,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,1,0,0,0,0,4,0.1,10.3,Low,Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00373,2023-07-09,Bangalore,India,992,Silver,1,Web,0,13,65557.37,5042.874615384615,8886.87,4,1,2.0,6347.26,3173.63,3.0,3.0,1.0,0.15384615384615385,0.09681993039074022,0.01310483870967742,0,0,0,0,0,5,0.0,14.7,Low,Avg days to return: 3.0 days avg
USR00374,2023-08-11,Mumbai,India,959,Bronze,3,iOS,0,5,31287.92,6257.584,9902.74,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005213764337851929,1,0,1,0,0,8,3.9,14.6,Low,Multi-device: 3+ devices | Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00375,2023-09-19,Hyderabad,India,920,Gold,1,iOS,0,4,17875.42,4468.855,8170.28,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004347826086956522,1,0,0,0,0,3,0.3,9.1,Low,Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00376,2025-05-13,Bangalore,India,318,Gold,1,iOS,0,7,23939.64,3419.9485714285715,9002.58,3,1,2.0,1047.67,523.835,7.0,5.0,0.0,0.2857142857142857,0.04376298056278207,0.0220125786163522,0,0,0,0,0,11,1.5,29.4,Low,Pattern-based anomaly
USR00377,2025-05-09,Chennai,India,322,Bronze,1,iOS,0,4,8143.340000000001,2035.8350000000003,5003.64,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012422360248447204,1,0,0,0,0,9,0.1,26.1,Low,Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00378,2024-01-05,Mumbai,India,812,Silver,3,iOS,0,6,35974.36,5995.7266666666665,9510.29,3,1,2.0,15704.850000000002,7852.425000000001,5.5,5.0,2.0,0.3333333333333333,0.4365567587581823,0.007389162561576354,0,0,1,0,1,7,1.0,17.2,Low,Multi-device: 3+ devices | Refund ratio: 44% of spend | HV refunds: 2 refunds
USR00379,2024-07-24,Bangalore,India,65,Bronze,3,iOS,1,3,15806.875707854462,5268.95856928482,8466.179266100622,3,1,1.0,710.25,710.25,6.0,6.0,0.0,0.3333333333333333,0.04493297809933911,0.046153846153846156,0,0,1,0,0,65,83.9,29.7,Medium,Multi-device: 3+ devices
USR00380,2023-09-27,Chennai,India,912,Bronze,2,Web,0,1,4747.41,4747.41,4747.41,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010964912280701754,1,0,0,0,0,8,0.7,20.1,Low,Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00381,2025-04-05,Chennai,India,356,Silver,1,iOS,0,2,12955.539999999999,6477.7699999999995,9664.39,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056179775280898875,1,0,0,0,0,5,0.5,11.9,Low,Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00382,2023-08-06,Mumbai,India,964,Bronze,3,Web,0,11,53153.450000000004,4832.131818181819,9495.79,4,1,2.0,7164.39,3582.195,5.0,1.0,1.0,0.18181818181818182,0.13478692352048643,0.011410788381742738,1,0,1,0,0,5,0.4,13.8,Low,Multi-device: 3+ devices | Quick returns: within 2 days
USR00383,2024-05-23,Bangalore,India,673,Gold,1,iOS,0,7,34058.770000000004,4865.538571428572,9549.03,4,1,2.0,4846.76,2423.38,6.5,5.0,1.0,0.2857142857142857,0.14230578497109553,0.010401188707280832,0,0,0,0,0,5,0.1,15.2,Low,Pattern-based anomaly
USR00384,2024-04-07,Pune,India,65,Silver,3,Android,1,13,64711.09108322143,4977.7762371708795,10145.294216183514,4,1,1.0,1158.51,1158.51,5.0,5.0,0.0,0.07692307692307693,0.017902804304599083,0.2,0,0,1,0,0,78,99.3,38.4,High,Multi-device: 3+ devices
USR00385,2025-09-22,Delhi,India,186,Silver,1,Web,0,1,745.8841528703816,745.8841528703816,745.8841528703816,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005376344086021506,1,0,0,0,0,17,1.3,45.3,Low,Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00386,2024-05-25,Delhi,India,671,Silver,2,iOS,0,10,35454.73,3545.4730000000004,7295.95,4,1,5.0,19209.33,3841.8660000000004,4.2,1.0,5.0,0.5,0.5417987952524247,0.014903129657228018,1,0,0,0,1,11,0.0,31.0,Low,Refund ratio: 54% of spend | Return rate: 50% | HV refunds: 5 refunds
USR00387,2024-12-04,Pune,India,478,Silver,1,Android,0,14,55784.67,3984.6192857142855,8616.45,4,1,5.0,14351.93,2870.386,6.0,4.0,3.0,0.35714285714285715,0.2572737277104983,0.029288702928870293,0,0,0,0,1,7,0.0,19.2,Low,HV refunds: 3 refunds
USR00388,2025-12-24,Mumbai,India,93,Gold,1,Web,0,10,61374.43,6137.443,9570.05,4,1,4.0,31446.4,7861.6,7.0,3.0,4.0,0.4,0.5123697279143774,0.10752688172043011,0,0,0,0,1,14,2.3,36.0,Low,Refund ratio: 51% of spend | HV refunds: 4 refunds
USR00389,2024-06-26,Delhi,India,639,Gold,2,Android,0,7,23271.81,3324.5442857142857,8028.01,3,1,1.0,314.11,314.11,8.0,8.0,0.0,0.14285714285714285,0.013497446051682271,0.010954616588419406,0,0,0,0,0,15,0.5,41.4,Low,Pattern-based anomaly
USR00390,2024-04-16,Bangalore,India,710,Gold,1,Android,0,3,16942.09,5647.363333333334,9872.96,1,1,1.0,1702.77,1702.77,8.0,8.0,0.0,0.3333333333333333,0.10050530955743948,0.004225352112676056,0,0,0,0,0,17,0.1,48.4,Low,Pattern-based anomaly
USR00391,2024-03-12,Chennai,India,745,Silver,1,Android,0,14,56086.61,4006.1864285714287,9454.98,4,1,2.0,6308.19,3154.095,4.5,1.0,1.0,0.14285714285714285,0.11247229953816071,0.01879194630872483,1,0,0,0,0,7,0.0,19.5,Low,Quick returns: within 2 days
USR00392,2025-01-07,Delhi,India,444,Bronze,3,iOS,0,7,25377.84,3625.405714285714,7244.32,4,1,3.0,11441.39,3813.7966666666666,3.3333333333333335,2.0,2.0,0.42857142857142855,0.4508417580061975,0.015765765765765764,1,0,1,0,1,10,3.0,23.4,Low,Multi-device: 3+ devices | Refund ratio: 45% of spend | Return rate: 43%
USR00393,2025-05-04,Mumbai,India,327,Gold,2,Android,0,3,20678.059999999998,6892.686666666666,8480.85,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009174311926605505,1,0,0,0,0,3,0.1,7.9,Low,Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00394,2025-01-13,Hyderabad,India,438,Gold,1,iOS,0,8,44010.54,5501.3175,9422.19,4,1,3.0,19043.29,6347.763333333333,3.6666666666666665,1.0,2.0,0.375,0.4326983945209489,0.0182648401826484,1,0,0,0,1,2,0.5,5.3,Low,Refund ratio: 43% of spend | Avg days to return: 3.7 days avg | HV refunds: 2 refunds
USR00395,2025-01-18,Chennai,India,433,Gold,3,iOS,0,14,54591.630000000005,3899.402142857143,7950.8,3,1,5.0,19678.54,3935.708,4.6,2.0,4.0,0.35714285714285715,0.3604680790809873,0.03233256351039261,1,0,1,0,1,14,3.5,34.7,Low,Multi-device: 3+ devices | HV refunds: 4 refunds | Quick returns: within 2 days
USR00396,2024-08-05,Hyderabad,India,599,Silver,3,iOS,0,14,70202.64,5014.4742857142855,9917.56,4,1,5.0,29658.92,5931.784,3.6,1.0,5.0,0.35714285714285715,0.42247584991105747,0.02337228714524207,1,0,1,0,1,10,0.2,28.0,Low,Multi-device: 3+ devices | Refund ratio: 42% of spend | Avg days to return: 3.6 days avg
USR00397,2025-09-05,Delhi,India,203,Silver,2,Web,0,9,59392.66187107348,6599.184652341497,10947.86622230958,4,1,3.0,16664.03,5554.676666666666,4.0,1.0,3.0,0.3333333333333333,0.28057388699252805,0.04433497536945813,1,0,0,0,1,5,2.2,11.0,Low,HV refunds: 3 refunds | Quick returns: within 2 days
USR00398,2025-11-24,Delhi,India,123,Silver,2,Android,0,2,6693.2,3346.6,4051.18,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016260162601626018,1,0,0,0,0,19,13.2,28.7,Low,Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00399,2023-12-08,Chennai,India,840,Gold,1,Web,0,11,38386.33,3489.6663636363637,9385.08,4,1,2.0,6234.79,3117.395,3.0,3.0,1.0,0.18181818181818182,0.16242214350785814,0.013095238095238096,0,0,0,0,0,5,0.0,15.2,Low,Avg days to return: 3.0 days avg
USR00400,2026-01-22,Delhi,India,64,Bronze,3,iOS,0,12,49221.36,4101.78,7917.77,4,1,3.0,10689.55,3563.183333333333,4.333333333333333,1.0,2.0,0.25,0.21717299156301245,0.1875,1,0,1,0,1,52,70.0,19.1,Medium,Multi-device: 3+ devices | HV refunds: 2 refunds | Quick returns: within 2 days
USR00401,2024-01-30,Hyderabad,India,65,Silver,3,Web,1,10,67079.79531552845,6707.9795315528445,12019.682325758202,3,1,3.0,9083.039999999999,3027.68,4.666666666666667,1.0,1.0,0.3,0.13540649546223862,0.15384615384615385,1,0,1,0,0,77,99.8,33.6,High,Multi-device: 3+ devices | Quick returns: within 2 days
USR00402,2025-10-07,Bangalore,India,171,Bronze,1,iOS,0,3,24968.940000000002,8322.980000000001,9916.78,3,1,1.0,7920.75,7920.75,8.0,8.0,1.0,0.3333333333333333,0.3172241192457509,0.017543859649122806,0,0,0,0,0,11,0.1,30.2,Low,Pattern-based anomaly
USR00403,2024-11-27,Pune,India,65,Silver,3,Web,1,5,28863.38679525706,5772.677359051412,10925.590017961356,2,1,3.0,18102.34,6034.113333333334,4.666666666666667,4.0,2.0,0.6,0.6271731078687773,0.07692307692307693,0,0,1,0,1,70,87.7,37.7,Medium,Multi-device: 3+ devices | Refund ratio: 63% of spend | Return rate: 60%
USR00404,2026-03-10,Chennai,India,17,Gold,1,iOS,0,14,55542.979999999996,3967.355714285714,8079.56,4,1,2.0,4683.5,2341.75,2.5,1.0,1.0,0.14285714285714285,0.08432208714764675,0.8235294117647058,1,0,0,1,0,26,0.5,73.1,Low,Orders/day: 0.82 | New account: < 60 days old | Avg days to return: 2.5 days avg
USR00405,2023-12-04,Delhi,India,844,Silver,3,Web,0,2,5968.49,2984.245,3717.97,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002369668246445498,1,0,1,0,0,14,6.6,27.2,Low,Multi-device: 3+ devices | Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00406,2025-04-24,Hyderabad,India,337,Silver,2,iOS,0,3,17390.69,5796.8966666666665,8058.46,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008902077151335312,1,0,0,0,0,3,0.1,7.8,Low,Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00407,2025-08-01,Chennai,India,65,Gold,3,iOS,1,13,70359.04184674434,5412.233988211103,11085.37982047613,4,1,3.0,16100.88,5366.96,5.0,2.0,2.0,0.23076923076923078,0.2288388184004956,0.2,1,0,1,0,1,70,99.2,14.5,Medium,Multi-device: 3+ devices | HV refunds: 2 refunds | Quick returns: within 2 days
USR00408,2024-07-22,Hyderabad,India,613,Silver,3,Android,0,14,71987.25,5141.946428571428,8991.63,4,1,1.0,6088.91,6088.91,7.0,7.0,1.0,0.07142857142857142,0.08458317271461266,0.022838499184339316,0,0,1,0,0,10,1.4,26.6,Low,Multi-device: 3+ devices
USR00409,2024-01-05,Pune,India,812,Bronze,2,Web,0,12,58509.65,4875.804166666667,9778.98,4,1,4.0,25044.05,6261.0125,4.25,2.0,4.0,0.3333333333333333,0.4280328116814918,0.014778325123152709,1,0,0,0,1,5,0.0,13.8,Low,Refund ratio: 43% of spend | HV refunds: 4 refunds | Quick returns: within 2 days
USR00410,2023-12-25,Hyderabad,India,65,Bronze,3,iOS,1,2,16017.771685967651,8008.885842983826,9323.393906701407,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03076923076923077,1,0,1,0,0,64,89.0,18.3,Medium,Multi-device: 3+ devices | Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00411,2024-11-03,Mumbai,India,509,Silver,1,Web,0,6,19781.06,3296.8433333333337,8332.82,3,1,2.0,14030.84,7015.42,3.5,3.0,2.0,0.3333333333333333,0.7093067813352772,0.011787819253438114,0,0,0,0,1,9,0.0,24.9,Low,Refund ratio: 71% of spend | Avg days to return: 3.5 days avg | HV refunds: 2 refunds
USR00412,2023-09-20,Hyderabad,India,919,Gold,3,iOS,0,5,29559.97,5911.994000000001,8318.75,3,1,1.0,6198.78,6198.78,8.0,8.0,1.0,0.2,0.20970183663921174,0.00544069640914037,0,0,1,0,0,8,1.9,20.6,Low,Multi-device: 3+ devices
USR00413,2023-07-14,Hyderabad,India,987,Gold,3,Web,0,6,30462.28208521191,5077.047014201985,11787.256276521653,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060790273556231,1,0,1,0,0,17,14.2,23.4,Low,Multi-device: 3+ devices | Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00414,2024-05-14,Delhi,India,65,Silver,3,Android,1,10,77208.7181700036,7720.87181700036,11050.669153137258,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,1,0,1,0,0,82,99.2,50.5,High,Multi-device: 3+ devices | Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00415,2024-07-02,Delhi,India,65,Gold,3,Web,1,12,81354.70515626564,6779.558763022137,11024.192459754946,4,1,3.0,15362.5,5120.833333333333,7.0,5.0,3.0,0.25,0.18883357724045338,0.18461538461538463,0,0,1,0,1,73,99.5,23.5,High,Multi-device: 3+ devices | HV refunds: 3 refunds
USR00416,2025-06-06,Bangalore,India,65,Bronze,3,iOS,1,6,51626.46133695544,8604.410222825907,11310.087625871292,3,1,1.0,8680.96,8680.96,2.0,2.0,1.0,0.16666666666666666,0.16814942909491964,0.09230769230769231,1,0,1,0,0,77,98.9,37.1,High,Multi-device: 3+ devices | Avg days to return: 2.0 days avg | Quick returns: within 2 days
USR00417,2023-12-24,Mumbai,India,824,Gold,1,iOS,0,12,71056.94,5921.411666666667,9853.55,4,1,2.0,8925.07,4462.535,5.5,3.0,2.0,0.16666666666666666,0.12560448001278973,0.014563106796116505,0,0,0,0,1,4,0.0,11.8,Low,HV refunds: 2 refunds
USR00418,2024-03-02,Mumbai,India,755,Gold,3,Android,0,12,68872.48,5739.373333333333,9831.15,3,1,5.0,33329.69,6665.938,4.6,2.0,5.0,0.4166666666666667,0.4839333504470872,0.015894039735099338,1,0,1,0,1,13,0.4,36.8,Low,Multi-device: 3+ devices | Refund ratio: 48% of spend | Return rate: 42%
USR00419,2024-12-02,Hyderabad,India,480,Gold,3,Android,0,14,62770.22,4483.587142857143,8296.33,4,1,8.0,36377.869999999995,4547.233749999999,6.0,3.0,7.0,0.5714285714285714,0.5795402660688459,0.029166666666666667,0,0,1,0,1,22,0.6,62.4,Low,Multi-device: 3+ devices | Refund ratio: 58% of spend | Return rate: 57%
USR00420,2025-06-30,Mumbai,India,270,Silver,1,iOS,0,3,8095.63,2698.5433333333335,6722.64,3,1,3.0,8095.63,2698.5433333333335,4.666666666666667,2.0,1.0,1.0,1.0,0.011111111111111112,1,0,0,0,0,24,1.6,65.8,Low,Refund ratio: 100% of spend | Return rate: 100% | Quick returns: within 2 days
USR00421,2024-03-14,Bangalore,India,743,Gold,1,Web,0,6,34371.09,5728.514999999999,9904.7,3,1,3.0,22103.63,7367.876666666667,7.333333333333333,6.0,3.0,0.5,0.6430878392276766,0.008075370121130552,0,0,0,0,1,12,0.0,33.5,Low,Refund ratio: 64% of spend | Return rate: 50% | HV refunds: 3 refunds
USR00422,2023-08-21,Hyderabad,India,65,Gold,3,Android,1,12,87186.08519592055,7265.507099660045,11995.60821421952,3,1,3.0,18791.36,6263.786666666667,5.333333333333333,3.0,3.0,0.25,0.21553164083205392,0.18461538461538463,0,0,1,0,1,77,99.0,36.8,High,Multi-device: 3+ devices | HV refunds: 3 refunds
USR00423,2023-11-15,Bangalore,India,65,Gold,3,Web,1,5,27499.33604513077,5499.867209026154,6736.839489537832,4,1,3.0,12200.55,4066.85,3.6666666666666665,2.0,3.0,0.6,0.4436670754514568,0.07692307692307693,1,0,1,0,1,63,79.4,32.0,Medium,Multi-device: 3+ devices | Refund ratio: 44% of spend | Return rate: 60%
USR00424,2024-06-24,Hyderabad,India,65,Silver,3,Web,1,7,47734.097651141296,6819.1568073059,11063.008040796502,4,1,3.0,19700.72,6566.906666666667,4.333333333333333,1.0,3.0,0.42857142857142855,0.41271797246446884,0.1076923076923077,1,0,1,0,1,69,93.9,22.9,Medium,Multi-device: 3+ devices | Refund ratio: 41% of spend | Return rate: 43%
USR00425,2025-11-10,Pune,India,137,Silver,1,Web,0,5,26447.24,5289.448,7650.26,4,1,1.0,7650.26,7650.26,1.0,1.0,1.0,0.2,0.28926496677914215,0.0364963503649635,1,0,0,0,0,8,0.5,21.1,Low,Avg days to return: 1.0 days avg | Quick returns: within 2 days
USR00426,2025-08-21,Mumbai,India,218,Gold,2,Android,0,6,13831.28,2305.2133333333336,4998.46,4,1,3.0,4801.75,1600.5833333333333,7.0,3.0,0.0,0.5,0.347165988975713,0.027522935779816515,0,0,0,0,0,16,0.1,44.7,Low,Return rate: 50%
USR00427,2023-07-30,Delhi,India,971,Gold,1,Web,0,5,25728.89,5145.778,7461.92,3,1,2.0,5542.29,2771.145,3.0,2.0,2.0,0.4,0.21541115842929875,0.005149330587023687,1,0,0,0,1,7,0.0,21.1,Low,Avg days to return: 3.0 days avg | HV refunds: 2 refunds | Quick returns: within 2 days
USR00428,2025-08-29,Bangalore,India,210,Bronze,2,Web,0,10,50799.350000000006,5079.935,8919.18,4,1,4.0,13629.45,3407.3625,5.25,1.0,1.0,0.4,0.26829969281103005,0.047619047619047616,1,0,0,0,0,8,0.0,23.1,Low,Quick returns: within 2 days
USR00429,2024-11-09,Mumbai,India,503,Silver,2,Android,0,10,59684.93,5968.493,9690.05,4,1,5.0,28468.52,5693.704,3.8,2.0,5.0,0.5,0.4769800349937581,0.019880715705765408,1,0,0,0,1,8,0.0,23.8,Low,Refund ratio: 48% of spend | Return rate: 50% | Avg days to return: 3.8 days avg
USR00430,2025-11-29,Pune,India,118,Gold,2,Android,0,9,21559.05,2395.45,4088.61,3,1,2.0,3822.73,1911.365,7.5,6.0,1.0,0.2222222222222222,0.17731439928939355,0.07627118644067797,0,0,0,0,0,22,12.1,39.2,Low,Pattern-based anomaly
USR00431,2026-01-02,Hyderabad,India,65,Bronze,3,Web,1,12,70618.42409965159,5884.868674970966,11384.024365621988,4,1,2.0,14622.460000000001,7311.2300000000005,4.5,1.0,2.0,0.16666666666666666,0.20706296106757988,0.18461538461538463,1,0,1,0,1,71,97.3,21.9,High,Multi-device: 3+ devices | HV refunds: 2 refunds | Quick returns: within 2 days
USR00432,2023-11-16,Bangalore,India,862,Bronze,2,Android,0,5,24862.309999999998,4972.4619999999995,8024.07,3,1,2.0,11849.3,5924.65,8.0,7.0,2.0,0.4,0.4765969051146092,0.00580046403712297,0,0,0,0,1,8,0.0,22.4,Low,Refund ratio: 48% of spend | HV refunds: 2 refunds
USR00433,2023-08-27,Bangalore,India,943,Bronze,2,iOS,0,7,42287.2,6041.028571428571,9784.87,4,1,2.0,12198.39,6099.195,7.0,7.0,2.0,0.2857142857142857,0.2884653039217541,0.007423117709437964,0,0,0,0,1,4,0.0,11.6,Low,HV refunds: 2 refunds
USR00434,2025-10-16,Bangalore,India,65,Silver,3,iOS,1,11,53523.040127075816,4865.730920643256,12048.356355299009,4,1,3.0,20007.36,6669.12,4.0,1.0,3.0,0.2727272727272727,0.3738083627629895,0.16923076923076924,1,0,1,0,1,70,96.4,21.3,Medium,Multi-device: 3+ devices | HV refunds: 3 refunds | Quick returns: within 2 days
USR00435,2024-07-27,Delhi,India,608,Bronze,1,Web,0,6,15706.0,2617.6666666666665,4282.54,3,1,3.0,8966.98,2988.9933333333333,2.0,1.0,3.0,0.5,0.570927034254425,0.009868421052631578,1,0,0,0,1,16,0.0,47.1,Low,Refund ratio: 57% of spend | Return rate: 50% | Avg days to return: 2.0 days avg
USR00436,2023-07-11,Hyderabad,India,65,Gold,3,Web,1,12,87074.02105183728,7256.16842098644,11205.798671271925,4,1,3.0,14968.25,4989.416666666667,4.333333333333333,2.0,3.0,0.25,0.17190259297993185,0.18461538461538463,1,0,1,0,1,73,99.5,24.5,High,Multi-device: 3+ devices | HV refunds: 3 refunds | Quick returns: within 2 days
USR00437,2024-06-10,Delhi,India,655,Bronze,3,Android,0,4,15053.29,3763.3225,6562.32,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061068702290076335,1,0,1,0,0,8,4.6,15.6,Low,Multi-device: 3+ devices | Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00438,2025-06-23,Mumbai,India,277,Gold,1,iOS,0,8,38787.229999999996,4848.4037499999995,8813.3,4,1,4.0,12839.01,3209.7525,5.75,3.0,1.0,0.5,0.3310112632430829,0.02888086642599278,0,0,0,0,0,8,0.0,24.1,Low,Return rate: 50%
USR00439,2024-12-18,Chennai,India,65,Gold,3,Android,1,1,6135.590364850587,6135.590364850587,6135.590364850587,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,1,0,1,0,0,62,80.9,25.9,Medium,Multi-device: 3+ devices | Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00440,2023-09-08,Hyderabad,India,931,Gold,1,Android,0,12,76738.18,6394.848333333332,9758.49,4,1,4.0,24473.46,6118.365,7.75,6.0,4.0,0.3333333333333333,0.3189215589944927,0.01288936627282492,0,0,0,0,1,12,0.5,33.5,Low,HV refunds: 4 refunds
USR00441,2024-06-22,Delhi,India,643,Silver,2,Web,0,8,44596.04,5574.505,9508.4,4,1,3.0,15537.220000000001,5179.073333333334,5.666666666666667,4.0,3.0,0.375,0.34839909552507353,0.012441679626749611,0,0,0,0,1,3,0.0,8.5,Low,HV refunds: 3 refunds
USR00442,2023-12-17,Bangalore,India,831,Silver,3,iOS,0,1,9386.08,9386.08,9386.08,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012033694344163659,1,0,1,0,0,21,16.6,28.2,Low,Multi-device: 3+ devices | Avg days to return: 0.0 days avg | Quick returns: within 2 days
USR00443,2024-04-24,Pune,India,702,Bronze,3,iOS,0,4,17122.18,4280.545,7008.19,3,1,2.0,12645.279999999999,6322.639999999999,6.0,6.0,2.0,0.5,0.7385321261661774,0.005698005698005698,0,0,1,0,1,15,0.8,40.3,Low,Multi-device: 3+ devices | Refund ratio: 74% of spend | Return rate: 50%
USR00444,2025-10-20,Bangalore,India,158,Gold,3,Web,0,3,14143.220000000001,4714.406666666667,8484.53,2,1,1.0,8484.53,8484.53,3.0,3.0,1.0,0.3333333333333333,0.5999008712301724,0.0189873417721519,0,0,1,0,0,14,4.7,31.5,Low,Multi-device: 3+ devices | Refund ratio: 60% of spend | Avg days to return: 3.0 days avg
USR00445,2024-10-22,Delhi,India,521,Bronze,1,iOS,0,4,19782.15,4945.5375,9088.12,4,1,1.0,6736.5,6736.5,9.0,9.0,1.0,0.25,0.3405342695308649,0.007677543186180422,0,0,0,0,0,12,1.0,31.0,Low,Pattern-based anomaly
USR00446,2024-03-04,Bangalore,India,65,Gold,3,iOS,1,14,92548.04420712237,6610.574586223026,11505.42115174107,4,1,3.0,19396.06,6465.3533333333335,5.333333333333333,1.0,2.0,0.21428571428571427,0.20957828083964317,0.2153846153846154,1,0,1,0,1,74,97.0,31.3,High,Multi-device: 3+ devices | HV refunds: 2 refunds | Quick returns: within 2 days
