return_id,order_id,user_id,return_date,return_reason,refund_amount,days_to_return
RET0000988,ORD0003810,USR00505,2025-10-10,Damaged,5173.09,7
RET0000989,ORD0003812,USR00505,2026-02-27,Damaged,7637.75,2
RET0000990,ORD0003815,USR00505,2026-01-01,Wrong item,345.61,8
RET0000991,ORD0003821,USR00507,2025-10-15,Damaged,9325.07,5
RET0000992,ORD0003824,USR00508,2026-03-27,Changed mind,6995.82,6
RET0000993,ORD0003825,USR00509,2025-10-06,Wrong item,8435.55,1
RET0000994,ORD0003838,USR00511,2026-02-07,Damaged,9712.66,1
RET0000995,ORD0003850,USR00513,2025-10-15,Damaged,6677.1,9
RET0000996,ORD0003852,USR00513,2025-12-06,Damaged,537.69,8
RET0000997,ORD0003854,USR00513,2025-12-15,Damaged,1558.91,8
RET0000998,ORD0003857,USR00513,2026-03-04,Changed mind,2077.31,9
RET0000999,ORD0003870,USR00515,2025-10-08,Damaged,772.47,4
RET0001000,ORD0003871,USR00515,2025-10-20,Damaged,7393.19,2
RET0001001,ORD0003874,USR00516,2025-11-09,Changed mind,7339.02,8
RET0001002,ORD0003875,USR00516,2026-02-05,Damaged,4604.11,2
RET0001003,ORD0003878,USR00516,2026-03-03,Changed mind,2395.82,7
RET0001004,ORD0003896,USR00518,2026-02-09,Wrong item,9646.94,3
RET0001005,ORD0003899,USR00518,2025-12-23,Damaged,7536.37,9
RET0001006,ORD0003900,USR00519,2026-02-03,Wrong item,7714.95,6
RET0001007,ORD0003903,USR00519,2025-12-20,Changed mind,7317.23,2
RET0001008,ORD0003906,USR00519,2025-11-12,Wrong item,9336.33,1
RET0001009,ORD0003908,USR00519,2026-02-27,Damaged,4387.44,9
RET0001010,ORD0003919,USR00520,2025-12-27,Changed mind,9906.89,5
RET0001011,ORD0003925,USR00521,2025-10-16,Changed mind,4269.79,7
RET0001012,ORD0003927,USR00521,2026-03-28,Damaged,4938.19,6
RET0001013,ORD0003930,USR00521,2026-01-25,Wrong item,1084.96,7
RET0001014,ORD0003941,USR00522,2026-01-27,Changed mind,3366.7,1
RET0001015,ORD0003942,USR00522,2026-02-16,Wrong item,9796.26,2
RET0001016,ORD0003945,USR00523,2025-12-03,Changed mind,7879.42,4
RET0001017,ORD0003946,USR00523,2026-01-03,Wrong item,5495.58,3
RET0001018,ORD0003962,USR00527,2025-12-02,Damaged,2233.27,1
RET0001019,ORD0003965,USR00527,2025-12-13,Changed mind,9881.13,5
RET0001020,ORD0003968,USR00528,2026-03-21,Changed mind,5620.66,9
RET0001021,ORD0003969,USR00528,2026-01-17,Damaged,5467.82,6
RET0001022,ORD0003987,USR00530,2025-12-01,Damaged,3843.7,8
RET0001023,ORD0003989,USR00530,2025-12-06,Changed mind,9364.39,8
RET0001024,ORD0003991,USR00530,2026-03-01,Damaged,787.85,5
RET0001025,ORD0003999,USR00531,2025-10-16,Wrong item,5981.64,5
RET0001026,ORD0004003,USR00531,2025-10-06,Changed mind,6166.73,6
RET0001027,ORD0004006,USR00532,2025-12-01,Wrong item,7149.34,4
RET0001028,ORD0004008,USR00532,2026-03-17,Wrong item,7634.5,4
RET0001029,ORD0004013,USR00533,2025-11-09,Changed mind,1316.12,9
RET0001030,ORD0004020,USR00534,2025-10-26,Damaged,1600.72,6
RET0001031,ORD0004026,USR00534,2025-10-20,Changed mind,5149.68,5
RET0001032,ORD0004028,USR00534,2026-01-30,Damaged,8644.24,7
RET0001033,ORD0004037,USR00537,2026-03-18,Wrong item,8923.5,4
RET0001034,ORD0004041,USR00537,2025-11-18,Changed mind,8569.56,5
RET0001035,ORD0004044,USR00537,2025-10-18,Wrong item,3281.56,7
RET0001036,ORD0004046,USR00537,2025-10-24,Damaged,3004.23,5
RET0001037,ORD0004049,USR00538,2025-10-20,Damaged,5772.64,9
RET0001038,ORD0004055,USR00539,2025-11-29,Changed mind,8578.79,7
RET0001039,ORD0004058,USR00539,2025-11-19,Damaged,8229.12,8
RET0001040,ORD0004063,USR00539,2025-10-10,Damaged,832.24,5
RET0001041,ORD0004066,USR00541,2026-03-26,Changed mind,4613.65,9
RET0001042,ORD0004070,USR00542,2026-02-16,Damaged,531.59,6
RET0001043,ORD0004073,USR00542,2025-11-19,Wrong item,309.52,3
RET0001044,ORD0004079,USR00544,2025-10-18,Changed mind,2444.3,2
RET0001045,ORD0004085,USR00544,2025-10-26,Changed mind,2867.98,2
RET0001046,ORD0004091,USR00546,2025-10-23,Wrong item,5005.54,8
RET0001047,ORD0004092,USR00546,2025-10-31,Wrong item,5613.87,3
RET0001048,ORD0004095,USR00546,2025-11-21,Changed mind,9967.66,6
RET0001049,ORD0004097,USR00546,2026-02-24,Changed mind,8577.05,3
RET0001050,ORD0004102,USR00546,2026-03-06,Damaged,7557.27,5
RET0001051,ORD0004103,USR00547,2026-01-23,Changed mind,693.27,4
RET0001052,ORD0004106,USR00547,2025-12-13,Wrong item,2718.27,2
RET0001053,ORD0004110,USR00547,2025-12-06,Damaged,6479.52,5
RET0001054,ORD0004113,USR00547,2026-02-14,Changed mind,3143.88,8
RET0001055,ORD0004114,USR00547,2026-01-09,Damaged,9944.87,6
RET0001056,ORD0004116,USR00548,2026-03-20,Wrong item,523.55,8
RET0001057,ORD0004120,USR00548,2025-12-22,Wrong item,4053.06,2
RET0001058,ORD0004121,USR00548,2026-01-10,Wrong item,8121.04,4
RET0001059,ORD0004122,USR00548,2025-11-26,Wrong item,937.81,6
RET0001060,ORD0004124,USR00549,2026-03-11,Changed mind,1206.82,7
RET0001061,ORD0004126,USR00550,2025-12-18,Changed mind,4530.34,4
RET0001062,ORD0004127,USR00550,2025-10-24,Changed mind,2644.16,9
RET0001063,ORD0004130,USR00550,2026-01-08,Changed mind,1192.52,2
RET0001064,ORD0004131,USR00550,2026-02-24,Damaged,2290.09,3
RET0001065,ORD0004135,USR00550,2025-12-15,Changed mind,2270.73,6
RET0001066,ORD0004146,USR00551,2026-03-31,Wrong item,1412.56,6
RET0001067,ORD0004153,USR00552,2025-11-25,Changed mind,3071.9,1
RET0001068,ORD0004156,USR00553,2025-10-16,Wrong item,3494.4,6
RET0001069,ORD0004167,USR00553,2025-10-30,Changed mind,8720.19,6
RET0001070,ORD0004168,USR00554,2026-01-27,Wrong item,8452.16,6
RET0001071,ORD0004170,USR00554,2026-03-23,Changed mind,6197.73,4
RET0001072,ORD0004172,USR00554,2026-01-15,Wrong item,5314.8,8
RET0001073,ORD0004173,USR00555,2026-01-04,Damaged,402.63,2
RET0001074,ORD0004176,USR00555,2025-11-24,Wrong item,8904.12,5
RET0001075,ORD0004181,USR00556,2026-04-01,Wrong item,246.82,6
RET0001076,ORD0004182,USR00556,2025-11-26,Damaged,4846.86,5
RET0001077,ORD0004187,USR00556,2025-11-07,Changed mind,4598.66,8
RET0001078,ORD0004206,USR00559,2026-01-11,Changed mind,7331.93,1
RET0001079,ORD0004207,USR00559,2025-10-12,Damaged,4355.84,9
RET0001080,ORD0004213,USR00560,2026-02-23,Changed mind,7370.4,2
RET0001081,ORD0004224,USR00561,2025-10-22,Damaged,8914.95,3
RET0001082,ORD0004225,USR00561,2026-03-07,Wrong item,999.3,6
RET0001083,ORD0004227,USR00561,2025-11-25,Damaged,8609.32,3
RET0001084,ORD0004231,USR00561,2025-12-02,Wrong item,1648.1,2
RET0001085,ORD0004234,USR00562,2026-04-01,Wrong item,8478.85,8
RET0001086,ORD0004246,USR00562,2025-11-10,Changed mind,8619.98,8
RET0001087,ORD0004248,USR00563,2026-01-09,Changed mind,2822.9,8
RET0001088,ORD0004252,USR00563,2026-04-01,Changed mind,1834.72,8
RET0001089,ORD0004260,USR00565,2025-11-17,Wrong item,7227.89,3
RET0001090,ORD0004261,USR00565,2025-12-31,Changed mind,5333.99,4
RET0001091,ORD0004264,USR00565,2026-01-18,Changed mind,7936.59,1
RET0001092,ORD0004269,USR00566,2025-10-29,Damaged,8383.44,2
RET0001093,ORD0004271,USR00566,2026-02-19,Damaged,7083.8,4
RET0001094,ORD0004276,USR00566,2026-01-02,Wrong item,3161.76,2
RET0001095,ORD0004281,USR00568,2025-11-17,Wrong item,6272.73,5
RET0001096,ORD0004283,USR00569,2025-10-10,Wrong item,338.91,3
RET0001097,ORD0004284,USR00569,2025-10-06,Damaged,1045.81,2
RET0001098,ORD0004290,USR00569,2026-02-15,Changed mind,5147.75,6
RET0001099,ORD0004297,USR00570,2026-03-17,Wrong item,4073.83,2
RET0001100,ORD0004298,USR00570,2025-12-02,Wrong item,8648.09,5
RET0001101,ORD0004300,USR00572,2025-12-06,Wrong item,2534.39,4
RET0001102,ORD0004306,USR00573,2025-10-08,Changed mind,2094.99,8
RET0001103,ORD0004310,USR00573,2026-03-24,Wrong item,6378.48,6
RET0001104,ORD0004313,USR00573,2025-11-07,Wrong item,3518.22,7
RET0001105,ORD0004323,USR00574,2026-02-19,Wrong item,7100.25,3
RET0001106,ORD0004325,USR00575,2026-01-16,Damaged,4783.05,4
RET0001107,ORD0004326,USR00575,2025-11-17,Changed mind,7910.61,8
RET0001108,ORD0004327,USR00575,2025-11-25,Damaged,8788.62,1
RET0001109,ORD0004330,USR00576,2025-12-22,Changed mind,2341.79,4
RET0001110,ORD0004333,USR00577,2025-10-19,Wrong item,6353.28,3
RET0001111,ORD0004336,USR00577,2025-12-01,Changed mind,7652.27,7
RET0001112,ORD0004337,USR00578,2026-02-19,Damaged,1115.59,9
RET0001113,ORD0004342,USR00578,2026-01-22,Changed mind,1646.82,5
RET0001114,ORD0004343,USR00578,2026-01-31,Changed mind,247.61,9
RET0001115,ORD0004350,USR00579,2026-03-19,Wrong item,3830.51,2
RET0001116,ORD0004354,USR00580,2025-11-21,Damaged,4521.33,7
RET0001117,ORD0004355,USR00580,2026-02-24,Changed mind,3686.7,7
RET0001118,ORD0004364,USR00582,2026-02-26,Changed mind,819.55,8
RET0001119,ORD0004367,USR00582,2025-10-11,Damaged,4394.47,2
RET0001120,ORD0004368,USR00582,2026-01-17,Changed mind,1970.36,2
RET0001121,ORD0004373,USR00583,2026-02-12,Wrong item,6827.13,2
RET0001122,ORD0004374,USR00583,2025-11-13,Wrong item,5075.41,2
RET0001123,ORD0004375,USR00584,2026-01-01,Wrong item,6620.36,8
RET0001124,ORD0004382,USR00584,2026-02-02,Wrong item,6386.74,3
RET0001125,ORD0004390,USR00586,2026-01-01,Damaged,2785.56,4
RET0001126,ORD0004391,USR00586,2025-11-14,Changed mind,2372.91,7
RET0001127,ORD0004392,USR00586,2025-12-11,Damaged,1202.01,9
RET0001128,ORD0004397,USR00587,2026-01-13,Wrong item,9366.13,1
RET0001129,ORD0004401,USR00588,2025-11-19,Changed mind,1134.62,1
RET0001130,ORD0004402,USR00588,2025-11-21,Wrong item,190.19,3
RET0001131,ORD0004406,USR00588,2025-10-09,Changed mind,3294.41,7
RET0001132,ORD0004411,USR00589,2026-01-26,Wrong item,1769.18,5
RET0001133,ORD0004412,USR00589,2026-02-13,Wrong item,6145.36,5
RET0001134,ORD0004413,USR00590,2026-03-06,Damaged,9247.94,1
RET0001135,ORD0004423,USR00591,2025-12-15,Changed mind,213.18,8
RET0001136,ORD0004431,USR00593,2025-11-27,Changed mind,9892.87,7
RET0001137,ORD0004433,USR00593,2026-02-22,Changed mind,4286.41,8
RET0001138,ORD0004449,USR00594,2025-10-10,Changed mind,1864.52,4
RET0001139,ORD0004455,USR00596,2025-10-25,Damaged,1288.9,7
RET0001140,ORD0004457,USR00596,2025-11-30,Wrong item,9093.79,2
RET0001141,ORD0004464,USR00598,2026-03-21,Wrong item,1566.3,9
RET0001142,ORD0004465,USR00598,2025-12-24,Damaged,3618.95,4
RET0001143,ORD0004475,USR00599,2026-02-07,Wrong item,2135.73,8
RET0001144,ORD0004482,USR00601,2025-11-22,Wrong item,2679.92,2
RET0001145,ORD0004486,USR00602,2025-11-04,Damaged,531.25,4
RET0001146,ORD0004489,USR00602,2026-03-17,Changed mind,5696.5,2
RET0001147,ORD0004497,USR00603,2026-02-02,Wrong item,5748.54,6
RET0001148,ORD0004510,USR00605,2026-01-09,Changed mind,4732.36,2
RET0001149,ORD0004520,USR00606,2026-03-29,Wrong item,5558.17,9
RET0001150,ORD0004526,USR00606,2025-11-07,Changed mind,7975.0,3
RET0001151,ORD0004527,USR00606,2026-03-11,Damaged,3897.45,6
RET0001152,ORD0004532,USR00608,2026-02-22,Changed mind,1030.24,1
RET0001153,ORD0004535,USR00608,2025-11-02,Damaged,5466.76,8
RET0001154,ORD0004538,USR00609,2026-03-30,Wrong item,3820.02,5
RET0001155,ORD0004540,USR00609,2025-10-18,Damaged,2094.32,6
RET0001156,ORD0004544,USR00609,2025-11-12,Changed mind,4383.16,4
RET0001157,ORD0004552,USR00610,2025-10-04,Wrong item,2433.96,1
RET0001158,ORD0004553,USR00610,2025-12-15,Damaged,1999.69,3
RET0001159,ORD0004556,USR00610,2026-01-06,Damaged,2014.45,5
RET0001160,ORD0004559,USR00610,2025-10-13,Damaged,878.97,8
RET0001161,ORD0004560,USR00610,2025-11-23,Damaged,6205.71,9
RET0001162,ORD0004562,USR00611,2026-03-09,Changed mind,1098.8,8
RET0001163,ORD0004564,USR00611,2025-11-13,Changed mind,6465.02,7
RET0001164,ORD0004567,USR00611,2026-03-02,Changed mind,5356.93,1
RET0001165,ORD0004569,USR00611,2025-11-28,Changed mind,8825.12,6
RET0001166,ORD0004572,USR00611,2026-01-24,Changed mind,9031.72,3
RET0001167,ORD0004573,USR00612,2025-11-07,Wrong item,7813.13,2
RET0001168,ORD0004575,USR00612,2025-11-06,Wrong item,9676.46,1
RET0001169,ORD0004576,USR00612,2026-03-27,Wrong item,1186.27,8
RET0001170,ORD0004579,USR00612,2026-02-18,Changed mind,1076.94,8
RET0001171,ORD0004589,USR00614,2026-01-30,Changed mind,2824.22,1
RET0001172,ORD0004595,USR00614,2026-02-13,Damaged,6076.08,9
RET0001173,ORD0004597,USR00614,2026-03-12,Wrong item,8915.18,7
RET0001174,ORD0004599,USR00615,2026-03-24,Damaged,7408.0,5
RET0001175,ORD0004607,USR00615,2026-01-17,Wrong item,3288.12,3
RET0001176,ORD0004612,USR00616,2025-10-16,Damaged,9772.68,8
RET0001177,ORD0004613,USR00617,2025-11-17,Wrong item,1667.89,6
RET0001178,ORD0004616,USR00617,2025-10-09,Wrong item,6964.61,4
RET0001179,ORD0004617,USR00618,2025-11-01,Changed mind,4006.59,8
RET0001180,ORD0004618,USR00618,2026-02-01,Wrong item,572.06,3
RET0001181,ORD0004619,USR00618,2025-10-19,Changed mind,9424.56,2
RET0001182,ORD0004621,USR00618,2025-10-02,Wrong item,9249.75,3
RET0001183,ORD0004632,USR00619,2025-12-10,Damaged,8843.34,3
RET0001184,ORD0004635,USR00619,2025-11-11,Damaged,2183.16,7
RET0001185,ORD0004636,USR00620,2026-01-21,Damaged,8476.06,3
RET0001186,ORD0004637,USR00621,2026-03-11,Damaged,7541.0,6
RET0001187,ORD0004640,USR00621,2026-03-21,Changed mind,7249.34,3
RET0001188,ORD0004646,USR00621,2025-10-23,Wrong item,7244.13,6
RET0001189,ORD0004647,USR00621,2026-03-16,Wrong item,7940.45,7
RET0001190,ORD0004649,USR00622,2026-02-03,Damaged,6137.95,7
RET0001191,ORD0004655,USR00622,2025-11-11,Damaged,925.44,7
RET0001192,ORD0004656,USR00622,2026-03-08,Changed mind,6168.84,6
RET0001193,ORD0004657,USR00622,2026-01-23,Wrong item,9047.08,6
RET0001194,ORD0004660,USR00623,2025-10-04,Damaged,2290.71,4
RET0001195,ORD0004661,USR00623,2026-01-23,Damaged,2258.96,3
RET0001196,ORD0004662,USR00624,2025-12-23,Changed mind,5640.19,5
RET0001197,ORD0004663,USR00624,2025-12-16,Changed mind,2660.54,4
RET0001198,ORD0004664,USR00624,2026-01-30,Damaged,5744.26,4
RET0001199,ORD0004667,USR00624,2025-10-28,Damaged,6697.62,5
RET0001200,ORD0004670,USR00625,2025-12-16,Wrong item,2560.51,9
RET0001201,ORD0004672,USR00626,2025-11-27,Wrong item,1195.99,9
RET0001202,ORD0004679,USR00627,2025-10-04,Wrong item,3056.6,5
RET0001203,ORD0004687,USR00630,2025-10-02,Changed mind,1864.92,2
RET0001204,ORD0004691,USR00630,2025-11-02,Wrong item,2578.69,6
RET0001205,ORD0004692,USR00631,2026-03-31,Wrong item,8010.2,5
RET0001206,ORD0004694,USR00631,2026-01-31,Wrong item,4603.58,4
RET0001207,ORD0004695,USR00631,2025-11-30,Damaged,5258.85,7
RET0001208,ORD0004701,USR00632,2025-12-07,Wrong item,4406.34,6
RET0001209,ORD0004702,USR00633,2025-12-28,Changed mind,674.66,8
RET0001210,ORD0004716,USR00635,2026-02-07,Damaged,7952.39,2
RET0001211,ORD0004718,USR00635,2025-12-01,Damaged,6291.03,2
RET0001212,ORD0004719,USR00635,2026-02-20,Wrong item,5610.58,9
RET0001213,ORD0004720,USR00635,2025-10-27,Wrong item,9196.64,5
RET0001214,ORD0004722,USR00635,2026-02-02,Wrong item,5277.29,7
RET0001215,ORD0004728,USR00636,2026-02-08,Wrong item,4969.97,1
RET0001216,ORD0004730,USR00636,2026-03-30,Wrong item,3529.87,6
RET0001217,ORD0004738,USR00637,2025-11-16,Wrong item,3467.08,5
RET0001218,ORD0004740,USR00637,2026-02-27,Wrong item,6685.52,3
RET0001219,ORD0004742,USR00637,2025-12-23,Changed mind,1795.78,3
RET0001220,ORD0004745,USR00637,2026-01-19,Changed mind,6283.39,9
RET0001221,ORD0004752,USR00639,2025-12-15,Damaged,5660.55,5
RET0001222,ORD0004754,USR00639,2025-12-07,Changed mind,3812.9,2
RET0001223,ORD0004761,USR00640,2026-02-04,Changed mind,7929.12,5
RET0001224,ORD0004762,USR00640,2026-01-03,Damaged,7884.46,7
RET0001225,ORD0004764,USR00640,2025-11-14,Wrong item,9961.85,4
RET0001226,ORD0004769,USR00641,2026-02-09,Damaged,6491.48,1
RET0001227,ORD0004772,USR00641,2026-02-04,Damaged,4063.9,1
RET0001228,ORD0004774,USR00641,2026-02-05,Damaged,8026.86,2
RET0001229,ORD0004776,USR00641,2025-11-30,Damaged,5383.83,2
RET0001230,ORD0004777,USR00641,2025-10-05,Wrong item,831.32,5
RET0001231,ORD0004783,USR00642,2025-10-26,Damaged,7581.25,1
RET0001232,ORD0004797,USR00643,2026-01-03,Damaged,4318.39,4
RET0001233,ORD0004799,USR00644,2025-12-07,Changed mind,9460.98,1
RET0001234,ORD0004804,USR00644,2026-03-27,Changed mind,1767.24,4
RET0001235,ORD0004805,USR00644,2026-03-05,Changed mind,9219.47,8
RET0001236,ORD0004806,USR00645,2026-03-14,Wrong item,746.17,7
RET0001237,ORD0004808,USR00645,2025-10-16,Changed mind,3619.8,4
RET0001238,ORD0004813,USR00647,2025-10-27,Wrong item,435.37,1
RET0001239,ORD0004819,USR00647,2026-01-13,Wrong item,6214.43,2
RET0001240,ORD0004824,USR00648,2026-03-16,Changed mind,9606.04,8
RET0001241,ORD0004831,USR00650,2025-10-23,Wrong item,1214.29,7
RET0001242,ORD0004835,USR00650,2025-11-04,Changed mind,7552.65,2
RET0001243,ORD0004836,USR00650,2026-02-07,Changed mind,7290.93,4
RET0001244,ORD0004842,USR00652,2025-10-13,Changed mind,6621.37,5
RET0001245,ORD0004847,USR00652,2026-02-19,Changed mind,2536.33,3
RET0001246,ORD0004849,USR00653,2026-03-05,Damaged,2953.35,4
RET0001247,ORD0004852,USR00653,2026-01-13,Changed mind,967.31,6
RET0001248,ORD0004859,USR00654,2025-12-26,Changed mind,2609.19,3
RET0001249,ORD0004864,USR00654,2025-11-23,Changed mind,1080.29,7
RET0001250,ORD0004865,USR00655,2026-02-07,Damaged,6004.82,6
RET0001251,ORD0004872,USR00655,2025-10-28,Damaged,4670.43,7
RET0001252,ORD0004875,USR00655,2026-02-14,Wrong item,7154.52,8
RET0001253,ORD0004879,USR00656,2026-01-30,Damaged,551.25,9
RET0001254,ORD0004884,USR00657,2025-11-03,Wrong item,2139.57,7
RET0001255,ORD0004889,USR00657,2025-11-05,Changed mind,8681.19,4
RET0001256,ORD0004893,USR00657,2025-10-20,Changed mind,4178.4,4
RET0001257,ORD0004894,USR00657,2025-10-24,Damaged,7131.7,5
RET0001258,ORD0004895,USR00657,2026-01-20,Damaged,9384.39,2
RET0001259,ORD0004897,USR00658,2026-01-23,Damaged,9535.16,9
RET0001260,ORD0004899,USR00658,2025-12-10,Wrong item,1007.22,5
RET0001261,ORD0004900,USR00658,2026-01-10,Damaged,5438.07,3
RET0001262,ORD0004902,USR00658,2026-02-08,Changed mind,7643.5,1
RET0001263,ORD0004903,USR00658,2026-01-23,Wrong item,3073.86,5
RET0001264,ORD0004910,USR00659,2025-12-16,Changed mind,5416.39,8
RET0001265,ORD0004911,USR00659,2026-03-03,Changed mind,679.16,7
RET0001266,ORD0004917,USR00659,2026-03-13,Changed mind,5579.27,5
RET0001267,ORD0004922,USR00660,2026-02-06,Wrong item,2432.86,5
RET0001268,ORD0004941,USR00663,2026-03-15,Damaged,4326.33,4
RET0001269,ORD0004945,USR00663,2026-01-25,Damaged,5746.72,7
RET0001270,ORD0004948,USR00663,2026-02-08,Damaged,4380.24,6
RET0001271,ORD0004949,USR00663,2026-03-02,Changed mind,344.17,5
RET0001272,ORD0004951,USR00664,2025-11-10,Wrong item,6966.98,8
RET0001273,ORD0004952,USR00664,2026-02-10,Wrong item,7368.08,5
RET0001274,ORD0004957,USR00664,2025-12-01,Changed mind,1780.79,9
RET0001275,ORD0004964,USR00665,2025-12-03,Damaged,440.6,2
RET0001276,ORD0004966,USR00665,2026-03-05,Damaged,2559.22,9
RET0001277,ORD0004968,USR00666,2026-03-23,Damaged,9591.99,6
RET0001278,ORD0004970,USR00666,2026-03-01,Changed mind,1807.27,6
RET0001279,ORD0004978,USR00666,2025-12-15,Wrong item,9573.2,7
RET0001280,ORD0004980,USR00666,2026-01-13,Wrong item,2985.99,6
RET0001281,ORD0004983,USR00667,2026-02-06,Damaged,6558.23,9
RET0001282,ORD0004986,USR00667,2026-03-08,Changed mind,5744.02,2
RET0001283,ORD0004987,USR00668,2026-02-04,Damaged,6812.15,5
RET0001284,ORD0004994,USR00668,2026-01-29,Damaged,5050.91,8
RET0001285,ORD0005004,USR00669,2025-12-17,Damaged,8643.97,6
RET0001286,ORD0005008,USR00670,2025-12-25,Damaged,8345.27,6
RET0001287,ORD0005021,USR00671,2025-12-23,Damaged,4120.16,7
RET0001288,ORD0005024,USR00671,2026-03-08,Wrong item,1726.21,5
RET0001289,ORD0005026,USR00671,2026-02-23,Wrong item,7880.08,4
RET0001290,ORD0005027,USR00672,2026-03-17,Wrong item,8585.26,8
RET0001291,ORD0005029,USR00672,2026-03-11,Damaged,9702.26,7
RET0001292,ORD0005041,USR00673,2025-11-11,Changed mind,4862.57,9
RET0001293,ORD0005050,USR00674,2025-12-27,Damaged,1494.04,7
RET0001294,ORD0005052,USR00674,2025-11-27,Wrong item,7051.91,3
RET0001295,ORD0005057,USR00675,2025-12-07,Changed mind,7731.89,7
RET0001296,ORD0005059,USR00675,2026-02-14,Damaged,3353.06,5
RET0001297,ORD0005064,USR00676,2025-12-08,Wrong item,3022.95,5
RET0001298,ORD0005073,USR00678,2026-03-15,Changed mind,8345.15,6
RET0001299,ORD0005074,USR00678,2025-12-05,Changed mind,5481.01,7
RET0001300,ORD0005077,USR00679,2026-01-19,Damaged,740.53,2
RET0001301,ORD0005084,USR00680,2026-03-09,Changed mind,5085.46,6
RET0001302,ORD0005091,USR00680,2026-01-29,Wrong item,6859.52,6
RET0001303,ORD0005094,USR00680,2026-03-21,Changed mind,7151.26,1
RET0001304,ORD0005095,USR00681,2025-10-09,Changed mind,9284.55,8
RET0001305,ORD0005111,USR00683,2025-10-14,Changed mind,8627.49,3
RET0001306,ORD0005112,USR00683,2025-12-02,Damaged,8755.54,7
RET0001307,ORD0005113,USR00683,2026-01-30,Damaged,5522.6,8
RET0001308,ORD0005114,USR00683,2026-01-18,Wrong item,9912.4,8
RET0001309,ORD0005115,USR00683,2026-03-10,Changed mind,4102.2,8
RET0001310,ORD0005117,USR00683,2025-12-06,Changed mind,4660.57,6
RET0001311,ORD0005118,USR00683,2025-11-15,Wrong item,8661.56,1
RET0001312,ORD0005120,USR00684,2026-02-11,Damaged,542.63,6
RET0001313,ORD0005121,USR00684,2025-11-17,Wrong item,8750.82,4
RET0001314,ORD0005125,USR00684,2025-11-19,Wrong item,8607.67,1
RET0001315,ORD0005128,USR00685,2026-01-13,Damaged,8978.61,6
RET0001316,ORD0005133,USR00686,2026-01-07,Changed mind,3229.89,7
RET0001317,ORD0005137,USR00686,2026-02-01,Damaged,7211.65,4
RET0001318,ORD0005138,USR00686,2026-03-09,Changed mind,2927.32,9
RET0001319,ORD0005140,USR00687,2026-01-19,Changed mind,3215.42,9
RET0001320,ORD0005141,USR00687,2026-01-23,Changed mind,9952.2,4
RET0001321,ORD0005142,USR00687,2025-12-19,Damaged,6754.27,4
RET0001322,ORD0005147,USR00687,2026-02-25,Changed mind,9065.2,4
RET0001323,ORD0005152,USR00689,2026-01-16,Wrong item,6099.5,5
RET0001324,ORD0005158,USR00690,2025-11-25,Changed mind,2543.8,9
RET0001325,ORD0005159,USR00690,2026-02-27,Wrong item,4287.84,7
RET0001326,ORD0005160,USR00690,2025-11-10,Damaged,3052.75,7
RET0001327,ORD0005165,USR00691,2026-02-10,Changed mind,432.24,7
RET0001328,ORD0005171,USR00691,2026-01-11,Wrong item,9983.2,1
RET0001329,ORD0005176,USR00692,2026-01-02,Changed mind,6914.02,9
RET0001330,ORD0005179,USR00693,2026-02-26,Wrong item,1934.15,5
RET0001331,ORD0005199,USR00694,2025-10-27,Damaged,8898.29,5
RET0001332,ORD0005202,USR00694,2025-11-20,Wrong item,617.21,1
RET0001333,ORD0005213,USR00696,2026-02-05,Damaged,822.54,2
RET0001334,ORD0005221,USR00697,2026-03-22,Changed mind,1974.4,4
RET0001335,ORD0005230,USR00697,2025-11-23,Damaged,6349.76,2
RET0001336,ORD0005233,USR00697,2025-10-21,Changed mind,2142.29,6
RET0001337,ORD0005240,USR00698,2025-10-15,Wrong item,6816.42,9
RET0001338,ORD0005241,USR00698,2026-02-28,Changed mind,2207.88,1
RET0001339,ORD0005243,USR00698,2026-03-27,Damaged,3250.25,1
RET0001340,ORD0005245,USR00699,2025-11-25,Changed mind,1048.47,7
RET0001341,ORD0005246,USR00699,2025-10-14,Damaged,8210.78,3
RET0001342,ORD0005248,USR00699,2025-11-06,Changed mind,3819.7,4
RET0001343,ORD0005249,USR00699,2025-12-20,Damaged,4952.1,9
RET0001344,ORD0005252,USR00699,2026-03-31,Changed mind,8948.5,8
RET0001345,ORD0005253,USR00699,2026-03-25,Changed mind,8049.62,1
RET0001346,ORD0005254,USR00700,2025-12-17,Wrong item,9383.05,7
RET0001347,ORD0005259,USR00700,2026-02-14,Damaged,7708.53,9
RET0001348,ORD0005265,USR00701,2025-12-02,Wrong item,8777.21,4
RET0001349,ORD0005269,USR00702,2026-03-11,Changed mind,187.95,9
RET0001350,ORD0005270,USR00702,2026-03-19,Damaged,8002.01,4
RET0001351,ORD0005271,USR00702,2026-03-02,Changed mind,4019.82,6
RET0001352,ORD0005274,USR00702,2025-10-11,Wrong item,191.5,9
RET0001353,ORD0005289,USR00703,2026-02-12,Damaged,4371.31,6
RET0001354,ORD0005297,USR00704,2025-12-12,Damaged,5358.33,7
RET0001355,ORD0005308,USR00707,2026-01-05,Changed mind,5734.83,5
RET0001356,ORD0005310,USR00707,2025-12-12,Damaged,2367.11,2
RET0001357,ORD0005318,USR00708,2026-01-16,Damaged,4457.29,8
RET0001358,ORD0005321,USR00708,2025-12-20,Damaged,7630.76,1
