order_id,user_id,order_date,category,order_value,payment_method,delivery_city
ORD0002373,USR00308,2025-11-18,Home,8460.76,COD,Bangalore
ORD0002374,USR00308,2026-03-24,Books,8499.34,COD,Bangalore
ORD0002375,USR00308,2026-02-03,Home,8357.7,COD,Bangalore
ORD0002376,USR00308,2025-12-21,Electronics,2842.55,COD,Bangalore
ORD0002377,USR00308,2026-01-26,Books,2670.15,Card,Bangalore
ORD0002378,USR00308,2026-03-08,Fashion,4725.69,UPI,Bangalore
ORD0002379,USR00308,2026-03-05,Books,8956.52,UPI,Bangalore
ORD0002380,USR00308,2025-10-12,Home,4151.57,COD,Bangalore
ORD0002381,USR00309,2026-02-20,Electronics,8108.88,COD,Chennai
ORD0002382,USR00309,2026-01-03,Fashion,4624.54,Card,Chennai
ORD0002383,USR00309,2025-11-04,Books,8882.35,COD,Chennai
ORD0002384,USR00309,2025-12-27,Fashion,8288.87,Card,Chennai
ORD0002385,USR00309,2026-01-09,Fashion,4239.49,COD,Chennai
ORD0002386,USR00309,2025-11-15,Fashion,2723.85,UPI,Chennai
ORD0002387,USR00309,2025-12-19,Electronics,3129.41,UPI,Chennai
ORD0002388,USR00309,2026-02-07,Books,1002.26,Card,Chennai
ORD0002389,USR00309,2026-01-26,Electronics,4136.62,COD,Chennai
ORD0002390,USR00309,2025-10-29,Fashion,2049.84,Card,Chennai
ORD0002391,USR00309,2025-12-02,Fashion,9611.21,Card,Chennai
ORD0002392,USR00309,2026-02-11,Home,5880.2,COD,Chennai
ORD0002393,USR00309,2025-10-16,Home,4463.58,COD,Chennai
ORD0002394,USR00309,2025-11-15,Books,5417.98,COD,Chennai
ORD0002395,USR00310,2025-11-03,Home,9537.91,COD,Pune
ORD0002396,USR00310,2026-02-20,Books,9740.43,COD,Pune
ORD0002397,USR00310,2026-03-08,Electronics,452.56,UPI,Pune
ORD0002398,USR00310,2026-03-19,Home,9614.11,UPI,Pune
ORD0002399,USR00310,2025-10-12,Home,1799.84,COD,Pune
ORD0002400,USR00310,2025-12-30,Fashion,2597.01,COD,Pune
ORD0002401,USR00310,2026-02-09,Books,729.73,COD,Pune
ORD0002402,USR00311,2026-03-17,Home,5173.15,UPI,Bangalore
ORD0002403,USR00311,2026-01-31,Fashion,2220.34,Card,Bangalore
ORD0002404,USR00311,2025-11-12,Electronics,1786.64,UPI,Bangalore
ORD0002405,USR00311,2026-02-24,Electronics,1522.51,COD,Bangalore
ORD0002406,USR00311,2025-10-22,Books,1569.18,COD,Bangalore
ORD0002407,USR00311,2025-10-31,Books,1523.96,COD,Bangalore
ORD0002408,USR00311,2026-03-07,Home,9989.1,COD,Bangalore
ORD0002409,USR00311,2026-02-12,Books,1844.32,UPI,Bangalore
ORD0002410,USR00311,2025-11-04,Fashion,4007.13,Card,Bangalore
ORD0002411,USR00311,2026-02-05,Fashion,5896.31,COD,Bangalore
ORD0002412,USR00312,2026-03-05,Fashion,960.7,UPI,Mumbai
ORD0002413,USR00312,2025-12-16,Books,6101.4,UPI,Mumbai
ORD0002414,USR00312,2025-12-20,Electronics,4337.39,Card,Mumbai
ORD0002415,USR00312,2026-02-15,Fashion,7927.96,UPI,Mumbai
ORD0002416,USR00313,2025-10-22,Fashion,5237.48,UPI,Bangalore
ORD0002417,USR00313,2025-12-27,Fashion,9632.42,UPI,Bangalore
ORD0002418,USR00314,2026-01-10,Home,5776.68,Card,Chennai
ORD0002419,USR00314,2025-12-25,Books,3563.52,COD,Chennai
ORD0002420,USR00314,2025-12-31,Electronics,3297.49,COD,Chennai
ORD0002421,USR00314,2025-12-09,Fashion,5093.77,UPI,Chennai
ORD0002422,USR00314,2025-12-26,Home,8649.11,UPI,Chennai
ORD0002423,USR00314,2025-12-31,Books,771.18,UPI,Chennai
ORD0002424,USR00314,2025-10-10,Home,6413.26,UPI,Chennai
ORD0002425,USR00314,2025-12-09,Home,2966.03,UPI,Chennai
ORD0002426,USR00314,2026-02-07,Fashion,4323.26,Card,Chennai
ORD0002427,USR00314,2025-12-11,Books,8480.96,COD,Chennai
ORD0002428,USR00314,2026-02-22,Electronics,413.04,UPI,Chennai
ORD0002429,USR00314,2025-10-13,Electronics,9016.59,Card,Chennai
ORD0002430,USR00315,2026-01-05,Electronics,6859.0,COD,Delhi
ORD0002431,USR00315,2025-11-17,Electronics,2278.66,UPI,Delhi
ORD0002432,USR00315,2026-02-25,Fashion,8670.7,COD,Delhi
ORD0002433,USR00315,2026-03-15,Electronics,6271.56,Card,Delhi
ORD0002434,USR00316,2025-10-26,Home,3624.09,Card,Hyderabad
ORD0002435,USR00317,2025-11-08,Books,1843.28,Card,Chennai
ORD0002436,USR00317,2026-01-12,Books,2595.49,Card,Chennai
ORD0002437,USR00317,2026-03-07,Home,3920.01,COD,Chennai
ORD0002438,USR00317,2026-01-15,Home,4858.63,Card,Chennai
ORD0002439,USR00317,2025-11-17,Fashion,891.83,Card,Chennai
ORD0002440,USR00317,2026-03-19,Books,4318.54,Card,Chennai
ORD0002441,USR00317,2025-12-06,Electronics,6033.7,Card,Chennai
ORD0002442,USR00317,2026-03-04,Home,2893.34,UPI,Chennai
ORD0002443,USR00317,2026-03-12,Electronics,633.93,Card,Chennai
ORD0002444,USR00317,2025-12-02,Books,404.67,COD,Chennai
ORD0002445,USR00317,2026-02-03,Fashion,7630.55,UPI,Chennai
ORD0002446,USR00317,2026-01-17,Electronics,1323.37,COD,Chennai
ORD0002447,USR00318,2026-03-25,Home,7504.44,COD,Bangalore
ORD0002448,USR00318,2026-01-08,Fashion,8337.74,Card,Bangalore
ORD0002449,USR00318,2026-02-01,Books,8560.71,COD,Bangalore
ORD0002450,USR00319,2025-12-15,Books,3342.91,COD,Bangalore
ORD0002451,USR00319,2025-10-25,Books,4234.63,COD,Bangalore
ORD0002452,USR00319,2025-10-11,Fashion,294.14,UPI,Bangalore
ORD0002453,USR00319,2026-03-06,Home,8079.52,UPI,Bangalore
ORD0002454,USR00320,2025-12-01,Home,1727.49,UPI,Delhi
ORD0002455,USR00320,2025-10-28,Home,794.17,COD,Delhi
ORD0002456,USR00320,2025-10-13,Books,1359.09,UPI,Delhi
ORD0002457,USR00320,2026-02-09,Books,5426.87,Card,Delhi
ORD0002458,USR00320,2026-02-08,Electronics,2621.73,Card,Delhi
ORD0002459,USR00320,2026-01-27,Books,5606.74,Card,Delhi
ORD0002460,USR00320,2026-03-15,Electronics,5399.0,COD,Delhi
ORD0002461,USR00320,2026-03-21,Books,1351.06,Card,Delhi
ORD0002462,USR00320,2025-12-27,Fashion,1199.53,COD,Delhi
ORD0002463,USR00321,2026-03-13,Fashion,3455.8,COD,Pune
ORD0002464,USR00321,2025-12-11,Electronics,8138.62,UPI,Pune
ORD0002465,USR00321,2025-12-01,Books,3157.72,UPI,Pune
ORD0002466,USR00321,2025-12-08,Home,4414.9,COD,Pune
ORD0002467,USR00321,2026-02-08,Books,4770.39,UPI,Pune
ORD0002468,USR00321,2025-11-30,Books,1258.75,UPI,Pune
ORD0002469,USR00321,2026-02-02,Books,1224.51,COD,Pune
ORD0002470,USR00321,2026-03-22,Fashion,9649.77,UPI,Pune
ORD0002471,USR00321,2025-10-18,Fashion,1492.47,UPI,Pune
ORD0002472,USR00321,2026-03-07,Electronics,4095.13,UPI,Pune
ORD0002473,USR00321,2025-12-06,Books,4887.73,COD,Pune
ORD0002474,USR00321,2026-01-28,Electronics,4818.54,UPI,Pune
ORD0002475,USR00321,2025-10-06,Home,2656.82,Card,Pune
ORD0002476,USR00321,2025-12-09,Home,1554.4,UPI,Pune
ORD0002477,USR00322,2025-12-07,Home,7552.89,COD,Bangalore
ORD0002478,USR00322,2026-03-07,Books,4206.99,COD,Bangalore
ORD0002479,USR00322,2025-11-14,Electronics,5267.16,COD,Bangalore
ORD0002480,USR00322,2026-02-21,Fashion,1316.82,COD,Bangalore
ORD0002481,USR00322,2026-02-10,Books,6092.9,UPI,Bangalore
ORD0002482,USR00322,2026-01-15,Home,8472.87,UPI,Bangalore
ORD0002483,USR00323,2025-10-06,Electronics,6580.75,COD,Chennai
ORD0002484,USR00323,2026-02-11,Home,955.81,Card,Chennai
ORD0002485,USR00323,2025-12-06,Books,3636.7,COD,Chennai
ORD0002486,USR00323,2025-10-18,Books,4650.04,UPI,Chennai
ORD0002487,USR00323,2025-10-11,Fashion,930.35,Card,Chennai
ORD0002488,USR00323,2026-01-16,Electronics,1359.11,Card,Chennai
ORD0002489,USR00323,2025-12-13,Electronics,7059.18,UPI,Chennai
ORD0002490,USR00323,2026-02-17,Electronics,3088.16,Card,Chennai
ORD0002491,USR00323,2026-02-23,Fashion,3357.16,COD,Chennai
ORD0002492,USR00323,2026-02-02,Electronics,3496.14,COD,Chennai
ORD0002493,USR00323,2026-01-10,Home,6588.62,UPI,Chennai
ORD0002494,USR00323,2025-10-12,Home,5164.21,Card,Chennai
ORD0002495,USR00323,2025-11-20,Electronics,6699.7,Card,Chennai
ORD0002496,USR00323,2026-01-09,Electronics,5883.83,COD,Chennai
ORD0002497,USR00324,2026-02-06,Fashion,3587.79,Card,Delhi
ORD0002498,USR00324,2025-11-06,Books,8550.94,Card,Delhi
ORD0002499,USR00324,2025-11-22,Home,8775.29,COD,Delhi
ORD0002500,USR00324,2025-11-19,Fashion,1349.08,COD,Delhi
ORD0002501,USR00324,2026-03-22,Fashion,9337.82,UPI,Delhi
ORD0002502,USR00324,2026-03-09,Books,9923.19,UPI,Delhi
ORD0002503,USR00324,2026-02-23,Books,544.32,Card,Delhi
ORD0002504,USR00324,2026-02-18,Fashion,5303.24,Card,Delhi
ORD0002505,USR00324,2026-03-14,Fashion,387.07,Card,Delhi
ORD0002506,USR00324,2026-03-18,Books,9210.7,UPI,Delhi
ORD0002507,USR00324,2026-02-09,Home,9946.14,UPI,Delhi
ORD0002508,USR00324,2025-10-13,Electronics,738.46,COD,Delhi
ORD0002509,USR00324,2025-10-04,Home,6258.09,Card,Delhi
ORD0002510,USR00324,2026-03-01,Electronics,8623.99,Card,Delhi
ORD0002511,USR00325,2026-02-09,Books,7263.73,COD,Mumbai
ORD0002512,USR00325,2026-01-01,Fashion,4238.19,Card,Mumbai
ORD0002513,USR00325,2026-03-24,Home,4575.23,COD,Mumbai
ORD0002514,USR00325,2025-10-21,Books,3567.34,UPI,Mumbai
ORD0002515,USR00325,2025-10-15,Home,7191.91,UPI,Mumbai
ORD0002516,USR00325,2026-01-10,Fashion,6747.97,COD,Mumbai
ORD0002517,USR00326,2026-01-11,Fashion,5645.7,COD,Bangalore
ORD0002518,USR00326,2026-01-27,Electronics,7955.02,UPI,Bangalore
ORD0002519,USR00326,2026-02-08,Books,3798.31,COD,Bangalore
ORD0002520,USR00326,2025-11-06,Books,8192.38,Card,Bangalore
ORD0002521,USR00326,2025-12-08,Fashion,4484.85,UPI,Bangalore
ORD0002522,USR00327,2025-12-20,Books,3264.56,Card,Hyderabad
ORD0002523,USR00328,2025-11-27,Books,7276.22,COD,Mumbai
ORD0002524,USR00328,2025-12-09,Books,4345.51,Card,Mumbai
ORD0002525,USR00328,2026-03-23,Books,1086.67,Card,Mumbai
ORD0002526,USR00328,2025-10-16,Electronics,1829.04,COD,Mumbai
ORD0002527,USR00328,2026-01-30,Home,4989.09,Card,Mumbai
ORD0002528,USR00328,2025-12-01,Fashion,1486.44,COD,Mumbai
ORD0002529,USR00328,2025-12-12,Books,613.63,UPI,Mumbai
ORD0002530,USR00328,2025-10-17,Fashion,843.43,Card,Mumbai
ORD0002531,USR00328,2026-01-31,Electronics,3318.07,COD,Mumbai
ORD0002532,USR00328,2025-11-17,Home,9134.58,Card,Mumbai
ORD0002533,USR00328,2025-11-15,Fashion,7578.83,COD,Mumbai
ORD0002534,USR00328,2025-12-02,Fashion,5361.71,Card,Mumbai
ORD0002535,USR00329,2026-02-25,Books,6905.01,Card,Mumbai
ORD0002536,USR00329,2025-11-07,Fashion,5581.91,UPI,Mumbai
ORD0002537,USR00329,2026-03-01,Fashion,4338.42,COD,Mumbai
ORD0002538,USR00329,2026-01-31,Fashion,7791.77,COD,Mumbai
ORD0002539,USR00329,2026-03-13,Electronics,8069.65,Card,Mumbai
ORD0002540,USR00329,2025-11-19,Electronics,929.66,COD,Mumbai
ORD0002541,USR00329,2025-12-22,Fashion,1526.63,Card,Mumbai
ORD0002542,USR00329,2026-01-25,Books,8308.9,COD,Mumbai
ORD0002543,USR00329,2026-03-14,Fashion,5751.44,UPI,Mumbai
ORD0002544,USR00329,2025-12-28,Electronics,478.21,Card,Mumbai
ORD0002545,USR00329,2026-02-18,Books,6564.63,UPI,Mumbai
ORD0002546,USR00329,2025-10-12,Electronics,7242.74,UPI,Mumbai
ORD0002547,USR00329,2025-12-30,Home,5965.16,COD,Mumbai
ORD0002548,USR00329,2026-03-04,Books,3633.31,UPI,Mumbai
ORD0002549,USR00330,2025-11-07,Books,4266.68,UPI,Hyderabad
ORD0002550,USR00330,2025-12-14,Electronics,1796.11,UPI,Hyderabad
ORD0002551,USR00330,2026-01-23,Fashion,2139.88,Card,Hyderabad
ORD0002552,USR00330,2026-02-05,Books,6471.17,Card,Hyderabad
ORD0002553,USR00330,2026-02-15,Fashion,722.64,COD,Hyderabad
ORD0002554,USR00330,2026-03-19,Books,3953.74,COD,Hyderabad
ORD0002555,USR00330,2026-02-21,Electronics,7582.33,Card,Hyderabad
ORD0002556,USR00330,2026-01-29,Books,8649.41,Card,Hyderabad
ORD0002557,USR00330,2026-03-05,Books,8120.24,Card,Hyderabad
ORD0002558,USR00330,2025-10-05,Electronics,8652.96,UPI,Hyderabad
ORD0002559,USR00330,2025-12-31,Electronics,8271.24,UPI,Hyderabad
ORD0002560,USR00331,2026-02-27,Electronics,5613.12,Card,Pune
ORD0002561,USR00331,2026-01-24,Fashion,8258.54,UPI,Pune
ORD0002562,USR00331,2026-03-03,Books,7642.68,Card,Pune
ORD0002563,USR00331,2025-10-12,Electronics,3458.11,COD,Pune
ORD0002564,USR00331,2026-01-18,Fashion,363.37,Card,Pune
ORD0002565,USR00331,2025-12-31,Books,8529.7,COD,Pune
ORD0002566,USR00331,2025-09-30,Books,3474.74,Card,Pune
ORD0002567,USR00331,2026-03-12,Fashion,5243.07,UPI,Pune
ORD0002568,USR00331,2025-12-10,Home,215.28,UPI,Pune
ORD0002569,USR00331,2025-10-25,Fashion,7774.09,Card,Pune
ORD0002570,USR00331,2025-12-04,Electronics,5959.95,Card,Pune
ORD0002571,USR00331,2025-10-12,Books,4313.08,UPI,Pune
ORD0002572,USR00331,2025-12-30,Electronics,1252.81,UPI,Pune
ORD0002573,USR00332,2026-03-12,Electronics,2822.29,UPI,Delhi
ORD0002574,USR00332,2025-10-20,Fashion,2726.6,UPI,Delhi
ORD0002575,USR00332,2026-02-22,Books,5587.79,Card,Delhi
ORD0002576,USR00332,2025-12-17,Electronics,6489.45,UPI,Delhi
ORD0002577,USR00332,2026-01-09,Fashion,6473.33,COD,Delhi
ORD0002578,USR00332,2025-10-22,Fashion,2697.84,COD,Delhi
ORD0002579,USR00332,2025-11-27,Fashion,6410.71,UPI,Delhi
ORD0002580,USR00332,2026-03-16,Home,6157.85,UPI,Delhi
ORD0002581,USR00332,2026-03-15,Electronics,6995.42,UPI,Delhi
ORD0002582,USR00332,2026-01-08,Home,8373.64,Card,Delhi
ORD0002583,USR00332,2025-12-21,Fashion,8198.05,Card,Delhi
ORD0002584,USR00332,2026-03-10,Electronics,4640.71,UPI,Delhi
ORD0002585,USR00332,2025-10-21,Home,2116.8,UPI,Delhi
ORD0002586,USR00333,2025-11-15,Home,4818.02,COD,Bangalore
ORD0002587,USR00333,2026-03-11,Books,1056.23,UPI,Bangalore
ORD0002588,USR00333,2026-01-01,Books,7928.65,COD,Bangalore
ORD0002589,USR00333,2025-10-10,Home,1168.45,COD,Bangalore
ORD0002590,USR00333,2026-01-28,Home,568.51,COD,Bangalore
ORD0002591,USR00333,2026-01-07,Fashion,2582.9,COD,Bangalore
ORD0002592,USR00333,2025-12-04,Electronics,4416.88,COD,Bangalore
ORD0002593,USR00333,2026-02-21,Electronics,5635.94,UPI,Bangalore
ORD0002594,USR00333,2026-03-07,Electronics,1699.82,UPI,Bangalore
ORD0002595,USR00333,2026-01-17,Fashion,5837.41,Card,Bangalore
ORD0002596,USR00333,2025-12-15,Fashion,9282.29,UPI,Bangalore
ORD0002597,USR00333,2025-11-02,Fashion,930.59,COD,Bangalore
ORD0002598,USR00333,2025-11-18,Home,2609.23,Card,Bangalore
ORD0002599,USR00334,2026-03-21,Fashion,8147.99,COD,Mumbai
ORD0002600,USR00334,2025-12-07,Books,2996.15,UPI,Mumbai
ORD0002601,USR00334,2025-11-09,Home,2798.32,Card,Mumbai
ORD0002602,USR00334,2026-02-04,Books,1217.3,COD,Mumbai
ORD0002603,USR00334,2026-01-18,Fashion,3125.21,Card,Mumbai
ORD0002604,USR00334,2026-02-13,Books,8738.48,UPI,Mumbai
ORD0002605,USR00334,2025-10-12,Home,3744.05,COD,Mumbai
ORD0002606,USR00334,2025-12-05,Books,4313.0,COD,Mumbai
ORD0002607,USR00334,2025-09-30,Fashion,2886.95,COD,Mumbai
ORD0002608,USR00334,2025-10-24,Fashion,3702.6,UPI,Mumbai
ORD0002609,USR00334,2026-03-18,Home,315.21,COD,Mumbai
ORD0002610,USR00335,2026-02-05,Fashion,1163.79,COD,Chennai
ORD0002611,USR00335,2026-01-05,Home,7053.93,COD,Chennai
ORD0002612,USR00335,2025-11-07,Fashion,2196.0,Card,Chennai
ORD0002613,USR00335,2025-10-20,Fashion,3231.29,Card,Chennai
ORD0002614,USR00335,2026-03-05,Books,4305.82,Card,Chennai
ORD0002615,USR00335,2025-10-02,Electronics,4615.66,COD,Chennai
ORD0002616,USR00335,2026-02-01,Fashion,4032.55,UPI,Chennai
ORD0002617,USR00335,2025-12-23,Home,4380.32,UPI,Chennai
ORD0002618,USR00335,2026-03-01,Electronics,5215.69,COD,Chennai
ORD0002619,USR00335,2025-11-09,Books,3146.47,UPI,Chennai
ORD0002620,USR00336,2026-02-01,Home,3218.58,COD,Delhi
ORD0002621,USR00336,2025-11-28,Electronics,2996.83,Card,Delhi
ORD0002622,USR00336,2025-11-01,Home,9422.17,Card,Delhi
ORD0002623,USR00336,2025-10-27,Fashion,2279.09,UPI,Delhi
ORD0002624,USR00336,2025-12-30,Home,5852.36,UPI,Delhi
ORD0002625,USR00336,2025-11-04,Electronics,8541.39,Card,Delhi
ORD0002626,USR00336,2026-01-06,Fashion,5093.37,Card,Delhi
ORD0002627,USR00336,2026-01-16,Electronics,2608.64,UPI,Delhi
ORD0002628,USR00336,2025-11-06,Fashion,9310.63,COD,Delhi
ORD0002629,USR00336,2026-03-18,Home,8590.84,COD,Delhi
ORD0002630,USR00336,2025-10-21,Books,4286.4,UPI,Delhi
ORD0002631,USR00337,2025-12-02,Home,3762.99,COD,Hyderabad
ORD0002632,USR00337,2026-02-21,Home,7863.45,COD,Hyderabad
ORD0002633,USR00337,2025-10-27,Home,546.65,COD,Hyderabad
ORD0002634,USR00337,2025-12-20,Electronics,2124.59,UPI,Hyderabad
ORD0002635,USR00337,2025-12-30,Fashion,7484.06,Card,Hyderabad
ORD0002636,USR00337,2025-10-05,Books,3374.85,UPI,Hyderabad
ORD0002637,USR00338,2026-02-08,Home,3360.6,COD,Chennai
ORD0002638,USR00339,2025-11-26,Books,4050.5,Card,Chennai
ORD0002639,USR00339,2026-03-22,Fashion,8044.35,Card,Chennai
ORD0002640,USR00339,2026-03-06,Electronics,3850.98,COD,Chennai
ORD0002641,USR00339,2025-11-23,Fashion,803.14,COD,Chennai
ORD0002642,USR00339,2026-02-01,Fashion,6053.97,UPI,Chennai
ORD0002643,USR00340,2025-12-06,Books,1286.27,COD,Chennai
ORD0002644,USR00340,2025-12-01,Home,2960.48,UPI,Chennai
ORD0002645,USR00340,2025-11-19,Home,9372.0,COD,Chennai
ORD0002646,USR00340,2025-10-16,Fashion,5806.41,COD,Chennai
ORD0002647,USR00340,2025-10-22,Books,1665.11,COD,Chennai
ORD0002648,USR00340,2025-10-11,Books,7190.03,UPI,Chennai
ORD0002649,USR00340,2026-01-16,Books,3574.13,Card,Chennai
ORD0002650,USR00340,2025-10-26,Books,1532.64,COD,Chennai
ORD0002651,USR00341,2026-01-16,Home,2304.23,Card,Delhi
ORD0002652,USR00342,2026-01-26,Books,9438.65,COD,Bangalore
ORD0002653,USR00342,2025-12-24,Fashion,8047.38,Card,Bangalore
ORD0002654,USR00342,2025-10-03,Electronics,4664.23,Card,Bangalore
ORD0002655,USR00342,2026-01-21,Books,6276.5,Card,Bangalore
ORD0002656,USR00342,2025-12-29,Electronics,6067.79,COD,Bangalore
ORD0002657,USR00342,2025-10-31,Electronics,6474.55,UPI,Bangalore
ORD0002658,USR00342,2026-01-31,Fashion,8635.31,UPI,Bangalore
ORD0002659,USR00342,2026-03-25,Fashion,4037.52,COD,Bangalore
ORD0002660,USR00342,2025-12-04,Electronics,8814.46,UPI,Bangalore
ORD0002661,USR00342,2025-10-18,Home,3990.21,COD,Bangalore
ORD0002662,USR00342,2026-03-16,Books,4216.28,UPI,Bangalore
ORD0002663,USR00342,2025-12-27,Books,7127.07,COD,Bangalore
ORD0002664,USR00342,2025-10-30,Fashion,2574.99,Card,Bangalore
ORD0002665,USR00343,2025-11-14,Books,6927.12,COD,Delhi
ORD0002666,USR00343,2025-10-04,Electronics,2758.72,Card,Delhi
ORD0002667,USR00343,2025-10-04,Electronics,5908.64,COD,Delhi
ORD0002668,USR00343,2025-10-07,Fashion,6643.64,COD,Delhi
ORD0002669,USR00344,2026-02-07,Electronics,4864.61,COD,Chennai
ORD0002670,USR00344,2025-11-01,Books,9393.73,COD,Chennai
ORD0002671,USR00345,2025-12-11,Home,9620.24,UPI,Mumbai
ORD0002672,USR00345,2025-12-03,Electronics,1785.66,COD,Mumbai
ORD0002673,USR00345,2025-12-15,Books,4169.37,UPI,Mumbai
ORD0002674,USR00345,2025-12-22,Fashion,5130.82,UPI,Mumbai
ORD0002675,USR00345,2025-11-22,Electronics,8357.94,Card,Mumbai
ORD0002676,USR00345,2025-12-04,Fashion,1935.0,COD,Mumbai
ORD0002677,USR00345,2025-10-16,Home,1434.38,UPI,Mumbai
ORD0002678,USR00345,2025-12-20,Books,6444.46,Card,Mumbai
ORD0002679,USR00345,2026-01-11,Books,6595.5,UPI,Mumbai
ORD0002680,USR00345,2026-02-08,Home,6089.01,UPI,Mumbai
ORD0002681,USR00346,2025-11-23,Home,4077.76,COD,Pune
ORD0002682,USR00347,2025-11-01,Fashion,9339.77,COD,Bangalore
ORD0002683,USR00347,2026-02-15,Electronics,2267.8,Card,Bangalore
ORD0002684,USR00347,2025-12-18,Home,8222.57,Card,Bangalore
ORD0002685,USR00347,2025-11-24,Home,1804.72,Card,Bangalore
ORD0002686,USR00347,2026-01-21,Fashion,1407.46,UPI,Bangalore
ORD0002687,USR00347,2025-11-12,Books,4440.55,UPI,Bangalore
ORD0002688,USR00347,2026-03-03,Home,415.66,COD,Bangalore
ORD0002689,USR00347,2026-03-10,Electronics,2811.76,Card,Bangalore
ORD0002690,USR00347,2026-03-24,Books,5505.89,UPI,Bangalore
ORD0002691,USR00348,2025-10-02,Home,5674.95,UPI,Bangalore
ORD0002692,USR00348,2025-10-02,Books,573.22,Card,Bangalore
ORD0002693,USR00348,2026-01-13,Home,4138.06,Card,Bangalore
ORD0002694,USR00349,2025-10-24,Electronics,6793.8,UPI,Pune
ORD0002695,USR00349,2026-02-21,Home,4648.88,COD,Pune
ORD0002696,USR00349,2025-11-27,Fashion,7311.86,Card,Pune
ORD0002697,USR00349,2026-01-17,Home,3177.22,UPI,Pune
ORD0002698,USR00349,2026-03-26,Electronics,8160.67,Card,Pune
ORD0002699,USR00349,2026-02-08,Books,4751.01,UPI,Pune
ORD0002700,USR00350,2026-03-17,Electronics,8116.91,COD,Pune
ORD0002701,USR00350,2025-11-21,Fashion,2139.63,Card,Pune
ORD0002702,USR00350,2025-11-07,Electronics,5423.95,Card,Pune
ORD0002703,USR00350,2025-10-02,Electronics,6817.62,UPI,Pune
ORD0002704,USR00351,2026-01-12,Home,9461.73,UPI,Pune
ORD0002705,USR00352,2026-02-19,Books,6033.01,Card,Delhi
ORD0002706,USR00352,2025-12-05,Home,5170.89,Card,Delhi
ORD0002707,USR00352,2025-12-04,Home,853.24,Card,Delhi
ORD0002708,USR00352,2025-12-03,Fashion,7038.1,COD,Delhi
ORD0002709,USR00352,2025-12-31,Home,7939.87,UPI,Delhi
ORD0002710,USR00352,2026-01-17,Books,5593.18,COD,Delhi
ORD0002711,USR00352,2025-10-17,Books,736.76,UPI,Delhi
ORD0002712,USR00353,2025-09-29,Fashion,332.24,Card,Chennai
ORD0002713,USR00353,2025-12-05,Books,3249.71,UPI,Chennai
ORD0002714,USR00353,2026-02-20,Home,9116.87,COD,Chennai
ORD0002715,USR00354,2025-12-08,Fashion,6381.9,UPI,Delhi
ORD0002716,USR00354,2025-12-18,Fashion,3986.01,Card,Delhi
ORD0002717,USR00354,2026-01-30,Electronics,8245.09,UPI,Delhi
ORD0002718,USR00354,2025-10-31,Books,5064.33,Card,Delhi
ORD0002719,USR00354,2026-03-16,Home,8914.0,UPI,Delhi
ORD0002720,USR00354,2025-11-07,Fashion,2635.28,COD,Delhi
ORD0002721,USR00354,2025-10-25,Fashion,4811.83,Card,Delhi
ORD0002722,USR00354,2026-03-24,Home,7598.88,UPI,Delhi
ORD0002723,USR00355,2025-10-02,Books,651.16,Card,Mumbai
ORD0002724,USR00355,2025-12-10,Books,1625.21,COD,Mumbai
ORD0002725,USR00355,2026-03-07,Fashion,1095.25,Card,Mumbai
ORD0002726,USR00355,2025-11-23,Books,1352.15,COD,Mumbai
ORD0002727,USR00355,2025-12-03,Books,6985.34,UPI,Mumbai
ORD0002728,USR00355,2026-02-20,Electronics,5183.63,UPI,Mumbai
ORD0002729,USR00355,2025-10-22,Electronics,4975.97,UPI,Mumbai
ORD0002730,USR00356,2025-10-19,Fashion,4943.05,Card,Bangalore
ORD0002731,USR00356,2025-12-07,Electronics,2759.13,COD,Bangalore
ORD0002732,USR00357,2025-12-26,Fashion,519.11,UPI,Chennai
ORD0002733,USR00357,2025-11-23,Home,7198.06,Card,Chennai
ORD0002734,USR00357,2025-12-06,Electronics,3111.14,Card,Chennai
ORD0002735,USR00357,2025-10-03,Books,8091.2,Card,Chennai
ORD0002736,USR00357,2025-12-27,Home,2497.74,Card,Chennai
ORD0002737,USR00357,2026-01-03,Electronics,9896.25,Card,Chennai
ORD0002738,USR00357,2025-12-13,Fashion,1384.09,COD,Chennai
ORD0002739,USR00357,2026-03-12,Fashion,4403.11,COD,Chennai
ORD0002740,USR00357,2026-03-17,Fashion,6369.51,UPI,Chennai
ORD0002741,USR00357,2025-11-02,Home,543.04,UPI,Chennai
ORD0002742,USR00357,2026-03-16,Home,5708.98,COD,Chennai
ORD0002743,USR00357,2026-01-17,Fashion,1545.57,COD,Chennai
ORD0002744,USR00357,2026-03-13,Books,2274.23,UPI,Chennai
ORD0002745,USR00357,2026-01-14,Books,5266.66,COD,Chennai
ORD0002746,USR00358,2026-01-08,Electronics,7222.76,COD,Mumbai
ORD0002747,USR00358,2025-12-12,Fashion,9767.37,UPI,Mumbai
ORD0002748,USR00358,2026-02-07,Fashion,5457.76,UPI,Mumbai
ORD0002749,USR00358,2025-12-06,Electronics,9967.06,UPI,Mumbai
ORD0002750,USR00358,2026-01-06,Books,4237.9,UPI,Mumbai
ORD0002751,USR00358,2026-02-17,Home,8270.68,UPI,Mumbai
ORD0002752,USR00358,2026-01-24,Fashion,972.45,Card,Mumbai
ORD0002753,USR00359,2026-02-19,Electronics,6472.42,COD,Bangalore
