user_id,join_date,city,country,account_age_days,loyalty_tier,num_devices_used,primary_device,is_fraud_ground_truth
USR00420,2025-06-30,Mumbai,India,270,Silver,1,iOS,0
USR00421,2024-03-14,Bangalore,India,743,Gold,1,Web,0
USR00422,2023-08-21,Hyderabad,India,949,Gold,3,Android,1
USR00423,2023-11-15,Bangalore,India,863,Gold,1,Web,1
USR00424,2024-06-24,Hyderabad,India,641,Silver,3,Web,1
USR00425,2025-11-10,Pune,India,137,Silver,1,Web,0
USR00426,2025-08-21,Mumbai,India,218,Gold,2,Android,0
USR00427,2023-07-30,Delhi,India,971,Gold,1,Web,0
USR00428,2025-08-29,Bangalore,India,210,Bronze,2,Web,0
USR00429,2024-11-09,Mumbai,India,503,Silver,2,Android,0
USR00430,2025-11-29,Pune,India,118,Gold,2,Android,0
USR00431,2026-01-02,Hyderabad,India,84,Bronze,2,Web,1
USR00432,2023-11-16,Bangalore,India,862,Bronze,2,Android,0
USR00433,2023-08-27,Bangalore,India,943,Bronze,2,iOS,0
USR00434,2025-10-16,Bangalore,India,162,Silver,2,iOS,1
USR00435,2024-07-27,Delhi,India,608,Bronze,1,Web,0
USR00436,2023-07-11,Hyderabad,India,990,Gold,3,Web,1
USR00437,2024-06-10,Delhi,India,655,Bronze,3,Android,0
USR00438,2025-06-23,Mumbai,India,277,Gold,1,iOS,0
USR00439,2024-12-18,Chennai,India,464,Gold,2,Android,1
USR00440,2023-09-08,Hyderabad,India,931,Gold,1,Android,0
USR00441,2024-06-22,Delhi,India,643,Silver,2,Web,0
USR00442,2023-12-17,Bangalore,India,831,Silver,3,iOS,0
USR00443,2024-04-24,Pune,India,702,Bronze,3,iOS,0
USR00444,2025-10-20,Bangalore,India,158,Gold,3,Web,0
USR00445,2024-10-22,Delhi,India,521,Bronze,1,iOS,0
USR00446,2024-03-04,Bangalore,India,753,Gold,3,iOS,1
USR00447,2026-01-22,Pune,India,64,Silver,3,Web,1
USR00448,2025-02-05,Bangalore,India,415,Silver,1,iOS,0
USR00449,2024-02-15,Delhi,India,771,Silver,3,iOS,0
USR00450,2024-03-09,Mumbai,India,748,Bronze,3,iOS,1
USR00451,2024-10-27,Chennai,India,516,Silver,1,Web,0
USR00452,2025-08-29,Bangalore,India,210,Gold,2,iOS,0
USR00453,2026-01-04,Mumbai,India,82,Gold,1,iOS,0
USR00454,2024-06-15,Bangalore,India,650,Bronze,1,Web,0
USR00455,2024-07-10,Pune,India,625,Gold,2,Android,0
USR00456,2024-01-05,Chennai,India,812,Gold,3,iOS,0
USR00457,2025-11-30,Bangalore,India,117,Bronze,3,Web,0
USR00458,2023-11-03,Bangalore,India,875,Bronze,3,Web,0
USR00459,2023-08-06,Delhi,India,964,Gold,3,iOS,1
USR00460,2026-03-01,Pune,India,26,Gold,2,Web,0
USR00461,2024-11-06,Pune,India,506,Bronze,3,Web,0
USR00462,2024-08-03,Mumbai,India,601,Gold,3,Web,0
USR00463,2024-05-26,Mumbai,India,670,Silver,1,iOS,0
USR00464,2025-03-09,Mumbai,India,383,Gold,2,iOS,1
USR00465,2024-12-07,Pune,India,475,Bronze,1,Android,0
USR00466,2024-08-24,Bangalore,India,580,Silver,2,Web,0
USR00467,2024-09-26,Hyderabad,India,547,Bronze,3,Android,0
USR00468,2026-03-02,Delhi,India,25,Gold,3,iOS,1
USR00469,2024-01-14,Chennai,India,803,Gold,1,iOS,0
USR00470,2025-02-20,Delhi,India,400,Silver,2,iOS,0
USR00471,2024-10-15,Bangalore,India,528,Gold,1,iOS,0
USR00472,2023-11-29,Mumbai,India,849,Silver,2,Android,0
USR00473,2024-11-26,Delhi,India,486,Bronze,2,Web,0
USR00474,2025-03-11,Pune,India,381,Gold,3,iOS,0
USR00475,2024-12-30,Chennai,India,452,Silver,2,Android,0
USR00476,2024-10-08,Hyderabad,India,535,Bronze,3,iOS,0
USR00477,2024-07-06,Chennai,India,629,Bronze,1,iOS,0
USR00478,2024-01-03,Bangalore,India,814,Gold,3,Web,0
USR00479,2025-09-16,Pune,India,192,Silver,3,Web,0
USR00480,2024-10-07,Hyderabad,India,536,Gold,1,iOS,0
USR00481,2023-07-10,Mumbai,India,991,Gold,1,Android,0
USR00482,2025-10-08,Hyderabad,India,170,Bronze,1,Web,0
USR00483,2023-10-06,Chennai,India,903,Silver,2,Web,0
USR00484,2025-09-29,Delhi,India,179,Gold,2,Android,0
USR00485,2024-02-18,Pune,India,768,Silver,1,Web,0
USR00486,2025-01-26,Bangalore,India,425,Gold,3,iOS,0
USR00487,2023-12-25,Mumbai,India,823,Bronze,1,Android,0
USR00488,2024-11-26,Mumbai,India,486,Silver,2,iOS,0
USR00489,2024-04-20,Mumbai,India,706,Bronze,3,Android,0
USR00490,2023-09-04,Chennai,India,935,Bronze,1,iOS,0
USR00491,2025-04-12,Hyderabad,India,349,Silver,1,Web,0
USR00492,2024-04-28,Pune,India,698,Gold,3,Web,0
USR00493,2025-03-07,Hyderabad,India,385,Gold,2,Web,1
USR00494,2025-10-23,Pune,India,155,Bronze,2,iOS,0
USR00495,2025-01-10,Pune,India,441,Bronze,1,iOS,1
USR00496,2023-07-17,Chennai,India,984,Silver,1,iOS,0
USR00497,2023-10-11,Mumbai,India,898,Gold,3,iOS,1
USR00498,2026-01-16,Delhi,India,70,Silver,1,iOS,0
USR00499,2024-04-07,Delhi,India,719,Silver,3,Android,1
USR00500,2025-05-20,Pune,India,311,Silver,3,Web,1
USR00501,2025-08-04,Pune,India,235,Silver,1,Android,0
USR00502,2024-02-05,Hyderabad,India,781,Silver,3,Android,0
USR00503,2023-11-08,Mumbai,India,870,Silver,3,Android,0
USR00504,2025-07-18,Pune,India,252,Bronze,1,Web,0
USR00505,2025-12-01,Pune,India,116,Gold,2,Android,0
USR00506,2023-08-24,Mumbai,India,946,Silver,1,Android,1
USR00507,2023-10-12,Delhi,India,897,Gold,2,Android,1
USR00508,2026-01-23,Mumbai,India,63,Gold,3,Android,0
USR00509,2024-10-13,Chennai,India,530,Bronze,3,Android,0
USR00510,2024-02-24,Bangalore,India,762,Bronze,1,Web,0
USR00511,2025-01-23,Mumbai,India,428,Silver,2,Android,0
USR00512,2025-10-24,Delhi,India,154,Gold,3,iOS,1
USR00513,2024-01-27,Delhi,India,790,Bronze,1,Web,0
USR00514,2025-04-23,Mumbai,India,338,Bronze,2,Android,1
USR00515,2025-06-24,Bangalore,India,276,Bronze,1,Web,0
USR00516,2024-06-21,Bangalore,India,644,Bronze,1,Android,1
USR00517,2023-09-09,Bangalore,India,930,Bronze,2,Android,1
USR00518,2024-10-13,Pune,India,530,Silver,3,Web,0
USR00519,2025-06-30,Mumbai,India,270,Gold,3,Android,0
USR00520,2023-07-08,Hyderabad,India,993,Silver,3,iOS,0
USR00521,2025-07-10,Chennai,India,260,Gold,1,Android,0
USR00522,2023-09-16,Hyderabad,India,923,Gold,2,Android,1
USR00523,2024-04-29,Chennai,India,697,Bronze,1,Web,1
USR00524,2023-07-19,Pune,India,982,Gold,1,iOS,0
USR00525,2025-05-21,Hyderabad,India,310,Gold,2,Android,0
USR00526,2024-04-19,Mumbai,India,707,Silver,3,iOS,0
USR00527,2023-11-03,Hyderabad,India,875,Gold,3,Android,1
USR00528,2025-06-02,Hyderabad,India,298,Gold,2,iOS,0
USR00529,2025-04-16,Mumbai,India,345,Bronze,1,iOS,0
USR00530,2023-12-23,Chennai,India,825,Bronze,1,Android,0
USR00531,2024-09-07,Delhi,India,566,Silver,1,Web,1
USR00532,2025-03-27,Pune,India,365,Gold,3,Web,0
USR00533,2024-04-17,Pune,India,709,Silver,3,iOS,1
USR00534,2024-09-07,Chennai,India,566,Gold,2,iOS,0
USR00535,2026-02-15,Hyderabad,India,40,Gold,3,Web,0
USR00536,2024-05-15,Hyderabad,India,681,Bronze,3,Web,0
USR00537,2024-09-13,Mumbai,India,560,Gold,3,Web,0
USR00538,2025-07-03,Chennai,India,267,Gold,2,Android,0
USR00539,2024-10-10,Hyderabad,India,533,Silver,3,Android,0
USR00540,2024-10-09,Hyderabad,India,534,Silver,2,iOS,0
USR00541,2025-07-28,Hyderabad,India,242,Silver,1,Web,0
USR00542,2023-11-03,Mumbai,India,875,Silver,1,iOS,0
USR00543,2025-04-26,Bangalore,India,335,Gold,3,iOS,0
USR00544,2024-08-09,Bangalore,India,595,Bronze,1,Web,1
USR00545,2023-12-08,Hyderabad,India,840,Bronze,3,Android,1
USR00546,2023-07-03,Mumbai,India,998,Bronze,2,iOS,1
USR00547,2023-11-05,Mumbai,India,873,Gold,2,Web,1
USR00548,2025-09-07,Bangalore,India,201,Bronze,1,Web,0
USR00549,2025-02-10,Mumbai,India,410,Gold,2,Web,0
USR00550,2026-02-24,Chennai,India,31,Silver,2,Web,0
USR00551,2025-08-20,Mumbai,India,219,Silver,2,iOS,1
USR00552,2024-04-30,Pune,India,696,Silver,1,Web,0
USR00553,2024-02-14,Mumbai,India,772,Silver,3,Web,0
USR00554,2024-12-13,Bangalore,India,469,Silver,3,Android,0
USR00555,2026-02-13,Chennai,India,42,Gold,2,Android,0
USR00556,2023-09-02,Delhi,India,937,Gold,3,iOS,0
USR00557,2023-07-09,Delhi,India,992,Bronze,2,iOS,0
USR00558,2024-03-10,Chennai,India,747,Silver,1,Android,1
USR00559,2025-12-09,Bangalore,India,108,Gold,1,Android,1
USR00560,2025-06-20,Hyderabad,India,280,Gold,3,Web,1
USR00561,2026-01-02,Chennai,India,84,Gold,2,Web,0
USR00562,2025-12-24,Chennai,India,93,Bronze,2,Web,0
USR00563,2024-04-10,Pune,India,716,Gold,1,iOS,1
USR00564,2025-01-02,Mumbai,India,449,Bronze,1,iOS,1
USR00565,2023-07-16,Pune,India,985,Silver,1,iOS,0
USR00566,2024-02-03,Bangalore,India,783,Bronze,3,Android,0
USR00567,2025-02-24,Delhi,India,396,Gold,3,Web,0
USR00568,2023-10-08,Hyderabad,India,901,Bronze,2,Android,0
USR00569,2023-08-04,Pune,India,966,Gold,3,Android,0
USR00570,2024-01-15,Mumbai,India,802,Gold,2,Web,1
USR00571,2025-08-22,Delhi,India,217,Silver,3,iOS,1
USR00572,2025-01-12,Hyderabad,India,439,Silver,1,Android,1
USR00573,2025-05-13,Bangalore,India,318,Silver,3,Web,0
USR00574,2024-09-02,Bangalore,India,571,Gold,3,Web,0
USR00575,2023-08-01,Mumbai,India,969,Bronze,1,Android,1
USR00576,2025-03-05,Delhi,India,387,Gold,3,Android,0
USR00577,2024-10-07,Pune,India,536,Bronze,1,iOS,0
USR00578,2024-12-18,Hyderabad,India,464,Gold,1,iOS,0
USR00579,2023-11-17,Hyderabad,India,861,Gold,1,iOS,0
USR00580,2023-08-05,Hyderabad,India,965,Silver,3,Android,0
USR00581,2024-11-02,Chennai,India,510,Bronze,1,iOS,0
USR00582,2024-08-11,Hyderabad,India,593,Bronze,3,iOS,1
USR00583,2024-03-27,Pune,India,730,Gold,1,Web,0
USR00584,2025-05-02,Hyderabad,India,329,Gold,2,Web,0
USR00585,2024-07-19,Bangalore,India,616,Bronze,2,Android,0
USR00586,2025-05-21,Hyderabad,India,310,Gold,1,Android,1
USR00587,2025-12-06,Mumbai,India,111,Bronze,1,iOS,0
USR00588,2025-08-16,Delhi,India,223,Bronze,3,iOS,0
USR00589,2025-02-10,Bangalore,India,410,Silver,1,Android,0
USR00590,2024-12-10,Mumbai,India,472,Silver,2,Web,0
USR00591,2024-05-27,Hyderabad,India,669,Bronze,1,Android,0
USR00592,2023-09-02,Hyderabad,India,937,Gold,2,Web,0
USR00593,2026-03-16,Delhi,India,11,Gold,1,Web,0
USR00594,2023-07-19,Pune,India,982,Silver,2,Android,0
USR00595,2025-11-22,Hyderabad,India,125,Gold,2,Android,0
USR00596,2025-09-05,Hyderabad,India,203,Bronze,2,iOS,0
USR00597,2024-05-01,Mumbai,India,695,Silver,2,Web,1
USR00598,2025-12-02,Hyderabad,India,115,Gold,3,iOS,0
USR00599,2023-10-28,Pune,India,881,Gold,3,iOS,0
USR00600,2024-06-21,Bangalore,India,644,Bronze,2,iOS,0
USR00601,2026-01-04,Mumbai,India,82,Silver,3,Android,0
USR00602,2024-09-11,Chennai,India,562,Silver,2,Web,1
USR00603,2023-11-29,Bangalore,India,849,Bronze,2,iOS,0
USR00604,2025-12-24,Mumbai,India,93,Bronze,2,iOS,0
USR00605,2025-02-28,Chennai,India,392,Silver,3,Web,0
USR00606,2025-08-22,Mumbai,India,217,Silver,2,iOS,1
USR00607,2025-02-01,Pune,India,419,Silver,3,Android,0
USR00608,2023-12-30,Bangalore,India,818,Bronze,2,Android,0
USR00609,2023-07-14,Chennai,India,987,Gold,2,Android,0
USR00610,2024-10-10,Chennai,India,533,Gold,1,Android,0
USR00611,2025-07-18,Bangalore,India,252,Silver,2,Web,0
USR00612,2024-02-27,Pune,India,759,Bronze,1,Android,0
USR00613,2024-06-25,Mumbai,India,640,Bronze,1,iOS,0
USR00614,2025-05-15,Delhi,India,316,Bronze,2,Web,0
USR00615,2024-03-25,Delhi,India,732,Gold,2,Android,0
USR00616,2025-05-10,Delhi,India,321,Gold,1,iOS,0
USR00617,2023-09-06,Hyderabad,India,933,Gold,2,Web,0
USR00618,2024-12-28,Hyderabad,India,454,Gold,1,Web,0
USR00619,2025-08-23,Pune,India,216,Gold,1,Web,1
USR00620,2023-12-22,Bangalore,India,826,Gold,2,iOS,1
USR00621,2023-08-07,Delhi,India,963,Silver,1,Android,1
USR00622,2024-01-03,Hyderabad,India,814,Silver,2,Web,1
USR00623,2025-10-17,Bangalore,India,161,Silver,2,Web,1
USR00624,2024-07-18,Mumbai,India,617,Silver,1,Web,0
USR00625,2025-11-21,Mumbai,India,126,Silver,2,iOS,0
USR00626,2024-08-17,Hyderabad,India,587,Bronze,3,Android,1
USR00627,2024-02-03,Bangalore,India,783,Silver,3,Android,0
USR00628,2025-03-12,Pune,India,380,Bronze,2,Web,1
USR00629,2025-06-23,Chennai,India,277,Gold,3,iOS,0
USR00630,2024-09-12,Hyderabad,India,561,Gold,1,Web,0
USR00631,2023-11-02,Pune,India,876,Bronze,2,iOS,0
USR00632,2024-02-25,Chennai,India,761,Gold,2,Android,0
USR00633,2023-08-21,Bangalore,India,949,Gold,2,iOS,1
USR00634,2025-03-08,Chennai,India,384,Bronze,1,Android,1
USR00635,2024-09-11,Hyderabad,India,562,Bronze,2,iOS,0
USR00636,2025-03-02,Pune,India,390,Bronze,3,Web,0
USR00637,2025-07-30,Pune,India,240,Bronze,1,Android,0
USR00638,2024-03-05,Delhi,India,752,Gold,2,iOS,0
USR00639,2023-11-12,Hyderabad,India,866,Gold,1,Web,0
USR00640,2025-10-06,Chennai,India,172,Bronze,1,iOS,0
USR00641,2024-12-24,Bangalore,India,458,Silver,1,iOS,0
USR00642,2025-06-04,Hyderabad,India,296,Silver,3,Web,1
USR00643,2024-06-26,Chennai,India,639,Bronze,2,Web,0
USR00644,2024-07-21,Pune,India,614,Silver,2,Android,0
USR00645,2025-03-22,Bangalore,India,370,Bronze,1,Web,0
USR00646,2024-02-01,Pune,India,785,Silver,3,iOS,1
USR00647,2025-05-09,Bangalore,India,322,Gold,2,Web,0
USR00648,2025-11-17,Chennai,India,130,Bronze,3,iOS,0
USR00649,2025-08-26,Mumbai,India,213,Gold,1,Web,0
USR00650,2024-06-24,Delhi,India,641,Silver,3,iOS,1
USR00651,2024-07-06,Pune,India,629,Gold,3,Web,0
USR00652,2023-10-18,Hyderabad,India,891,Bronze,2,Web,0
USR00653,2024-10-23,Pune,India,520,Bronze,1,iOS,1
USR00654,2024-01-11,Chennai,India,806,Silver,1,Web,0
USR00655,2025-09-01,Bangalore,India,207,Bronze,1,Web,1
USR00656,2023-12-02,Pune,India,846,Gold,1,Web,0
USR00657,2025-08-24,Chennai,India,215,Bronze,2,Web,0
USR00658,2025-07-19,Pune,India,251,Silver,3,Web,0
USR00659,2025-08-13,Bangalore,India,226,Bronze,2,iOS,1
USR00660,2026-02-07,Bangalore,India,48,Bronze,3,Android,0
USR00661,2025-01-15,Bangalore,India,436,Silver,2,Android,0
USR00662,2025-05-28,Delhi,India,303,Bronze,3,Android,0
USR00663,2023-12-26,Mumbai,India,822,Silver,2,Android,0
USR00664,2025-03-08,Chennai,India,384,Gold,2,Web,0
USR00665,2024-02-01,Chennai,India,785,Bronze,1,Web,0
USR00666,2024-10-17,Bangalore,India,526,Gold,3,Android,0
USR00667,2024-01-06,Chennai,India,811,Silver,1,Android,1
USR00668,2025-08-12,Delhi,India,227,Bronze,3,Web,0
USR00669,2025-11-24,Chennai,India,123,Bronze,2,Web,0
USR00670,2024-06-08,Hyderabad,India,657,Bronze,3,iOS,0
USR00671,2024-08-07,Bangalore,India,597,Gold,3,Web,1
USR00672,2023-12-25,Delhi,India,823,Silver,1,Web,0
USR00673,2025-06-04,Bangalore,India,296,Gold,2,iOS,0
USR00674,2026-01-08,Delhi,India,78,Gold,1,Android,0
USR00675,2025-08-10,Bangalore,India,229,Silver,2,Android,1
USR00676,2023-07-26,Bangalore,India,975,Gold,3,Web,1
USR00677,2024-05-06,Hyderabad,India,690,Silver,1,iOS,1
USR00678,2024-08-10,Hyderabad,India,594,Gold,1,Web,0
USR00679,2024-11-14,Hyderabad,India,498,Bronze,3,Android,1
USR00680,2025-03-02,Chennai,India,390,Bronze,2,iOS,0
USR00681,2024-07-12,Mumbai,India,623,Gold,3,iOS,1
USR00682,2024-08-01,Bangalore,India,603,Gold,1,Android,0
USR00683,2023-11-18,Pune,India,860,Gold,1,Android,1
USR00684,2025-04-08,Bangalore,India,353,Bronze,2,Android,0
USR00685,2024-07-25,Bangalore,India,610,Silver,1,Web,0
USR00686,2026-01-01,Delhi,India,85,Silver,2,Android,0
USR00687,2023-09-13,Delhi,India,926,Silver,3,iOS,0
USR00688,2024-11-30,Mumbai,India,482,Silver,1,Android,0
USR00689,2024-11-06,Hyderabad,India,506,Gold,3,iOS,0
USR00690,2023-07-06,Delhi,India,995,Silver,3,Android,0
USR00691,2024-07-04,Bangalore,India,631,Bronze,2,Android,0
USR00692,2023-08-19,Bangalore,India,951,Bronze,1,Web,0
USR00693,2024-01-14,Pune,India,803,Silver,2,Android,0
USR00694,2024-06-27,Delhi,India,638,Bronze,1,iOS,0
USR00695,2026-03-06,Hyderabad,India,21,Gold,1,Android,0
USR00696,2025-05-29,Pune,India,302,Silver,3,iOS,0
USR00697,2024-01-25,Chennai,India,792,Bronze,3,Android,0
USR00698,2025-04-26,Mumbai,India,335,Silver,2,Android,0
USR00699,2023-10-09,Delhi,India,900,Gold,3,Web,0
USR00700,2025-02-04,Chennai,India,416,Gold,3,iOS,0
USR00701,2023-12-24,Mumbai,India,824,Silver,1,Android,1
USR00702,2024-01-15,Bangalore,India,802,Bronze,3,Android,0
USR00703,2025-04-28,Delhi,India,333,Silver,1,Web,0
USR00704,2024-01-21,Chennai,India,796,Silver,2,Android,0
USR00705,2023-07-28,Mumbai,India,973,Silver,1,Web,0
USR00706,2024-09-25,Chennai,India,548,Bronze,1,Web,1
USR00707,2025-05-31,Chennai,India,300,Gold,2,Android,0
USR00708,2024-05-29,Pune,India,667,Bronze,2,iOS,0
USR00709,2024-06-12,Hyderabad,India,653,Bronze,2,Web,0
USR00710,2024-12-14,Bangalore,India,468,Bronze,3,Web,0
USR00711,2024-08-09,Hyderabad,India,595,Bronze,3,Web,0
USR00712,2024-08-12,Pune,India,592,Bronze,3,Web,0
USR00713,2023-08-23,Bangalore,India,947,Bronze,1,Web,0
USR00714,2026-02-10,Chennai,India,45,Gold,2,Web,1
USR00715,2025-02-26,Chennai,India,394,Bronze,1,iOS,0
USR00716,2023-10-09,Hyderabad,India,900,Bronze,1,Web,0
USR00717,2025-11-20,Hyderabad,India,127,Silver,1,iOS,1
USR00718,2023-09-25,Pune,India,914,Bronze,2,iOS,0
USR00719,2026-03-08,Mumbai,India,19,Silver,2,Android,0
USR00720,2024-05-05,Pune,India,691,Gold,1,Web,0
USR00721,2025-05-29,Mumbai,India,302,Gold,2,Web,0
USR00722,2024-07-14,Bangalore,India,621,Bronze,3,Android,0
USR00723,2025-10-23,Bangalore,India,155,Gold,3,iOS,0
USR00724,2025-01-03,Pune,India,448,Bronze,2,Web,0
USR00725,2024-09-03,Hyderabad,India,570,Gold,3,iOS,1
USR00726,2024-05-14,Pune,India,682,Bronze,3,Android,0
USR00727,2024-05-25,Mumbai,India,671,Gold,1,iOS,0
USR00728,2023-07-04,Mumbai,India,997,Silver,3,Android,0
USR00729,2024-06-06,Mumbai,India,659,Bronze,1,Android,0
USR00730,2024-10-25,Bangalore,India,518,Silver,1,Web,0
USR00731,2024-02-07,Hyderabad,India,779,Gold,3,iOS,0
USR00732,2024-05-29,Bangalore,India,667,Bronze,3,Web,0
USR00733,2024-06-19,Delhi,India,646,Silver,3,iOS,0
USR00734,2024-12-14,Mumbai,India,468,Gold,3,iOS,0
USR00735,2025-05-20,Bangalore,India,311,Bronze,3,iOS,0
USR00736,2025-12-06,Hyderabad,India,111,Silver,2,Web,1
USR00737,2024-07-05,Hyderabad,India,630,Silver,2,iOS,0
USR00738,2024-03-07,Delhi,India,750,Silver,1,Web,0
USR00739,2026-01-04,Hyderabad,India,82,Silver,1,Web,0
USR00740,2025-01-17,Bangalore,India,434,Bronze,3,Web,0
USR00741,2024-09-03,Hyderabad,India,570,Bronze,2,iOS,0
USR00742,2025-01-14,Chennai,India,437,Bronze,3,Web,0
USR00743,2024-02-01,Bangalore,India,785,Silver,2,Android,0
USR00744,2026-01-10,Mumbai,India,76,Silver,2,Web,0
USR00745,2026-01-19,Bangalore,India,67,Silver,3,iOS,0
USR00746,2025-11-08,Chennai,India,139,Gold,3,iOS,0
USR00747,2024-07-12,Delhi,India,623,Gold,1,iOS,1
USR00748,2024-12-02,Bangalore,India,480,Silver,2,Android,0
USR00749,2024-05-25,Pune,India,671,Silver,2,Web,1
USR00750,2023-11-24,Hyderabad,India,854,Silver,1,Web,0
USR00751,2025-05-11,Mumbai,India,320,Bronze,2,Web,0
USR00752,2024-06-23,Pune,India,642,Silver,3,iOS,0
USR00753,2024-05-30,Chennai,India,666,Gold,3,Web,1
USR00754,2025-07-24,Delhi,India,246,Bronze,3,Android,0
USR00755,2025-12-04,Chennai,India,113,Gold,2,iOS,1
USR00756,2023-10-28,Mumbai,India,881,Bronze,1,Android,1
USR00757,2025-10-20,Delhi,India,158,Gold,2,iOS,0
USR00758,2024-12-17,Bangalore,India,465,Silver,3,Web,1
USR00759,2024-01-24,Mumbai,India,793,Gold,2,Android,0
USR00760,2024-10-25,Pune,India,518,Silver,2,iOS,0
USR00761,2024-05-24,Bangalore,India,672,Silver,2,Android,0
USR00762,2025-03-22,Chennai,India,370,Bronze,1,Web,0
USR00763,2024-02-16,Bangalore,India,770,Silver,1,iOS,0
USR00764,2023-12-04,Pune,India,844,Silver,2,Android,0
USR00765,2025-09-03,Mumbai,India,205,Bronze,2,Web,0
USR00766,2025-01-23,Delhi,India,428,Silver,2,Web,0
USR00767,2025-04-10,Hyderabad,India,351,Gold,1,Android,0
USR00768,2026-03-06,Bangalore,India,21,Silver,3,Web,0
USR00769,2024-05-09,Hyderabad,India,687,Bronze,2,Web,0
USR00770,2025-10-11,Bangalore,India,167,Gold,2,iOS,1
USR00771,2025-11-04,Delhi,India,143,Bronze,3,Android,0
USR00772,2023-08-13,Mumbai,India,957,Silver,2,Android,0
USR00773,2025-02-06,Pune,India,414,Silver,3,Android,0
USR00774,2025-11-08,Pune,India,139,Silver,3,Web,0
USR00775,2024-01-20,Bangalore,India,797,Gold,2,Android,0
USR00776,2024-09-27,Chennai,India,546,Gold,2,iOS,0
USR00777,2023-12-17,Bangalore,India,831,Bronze,1,Web,1
USR00778,2024-01-26,Pune,India,791,Gold,1,Web,0
USR00779,2023-12-17,Delhi,India,831,Silver,2,Web,0
USR00780,2023-10-01,Delhi,India,908,Bronze,3,Android,0
USR00781,2026-02-21,Delhi,India,34,Bronze,1,iOS,0
USR00782,2025-02-19,Mumbai,India,401,Silver,1,Web,0
USR00783,2024-09-27,Chennai,India,546,Silver,3,iOS,1
USR00784,2023-08-05,Chennai,India,965,Bronze,1,Web,1
USR00785,2024-10-02,Mumbai,India,541,Bronze,2,iOS,0
USR00786,2024-12-26,Hyderabad,India,456,Gold,2,Web,0
USR00787,2026-02-03,Hyderabad,India,52,Gold,2,iOS,0
USR00788,2024-05-24,Hyderabad,India,672,Gold,3,Android,0
USR00789,2024-10-17,Delhi,India,526,Silver,3,Web,0
USR00790,2025-04-07,Mumbai,India,354,Silver,2,iOS,0
USR00791,2024-04-27,Pune,India,699,Gold,1,iOS,0
USR00792,2024-12-10,Delhi,India,472,Gold,1,Web,0
USR00793,2023-09-25,Chennai,India,914,Bronze,3,Android,0
USR00794,2025-10-13,Hyderabad,India,165,Gold,2,Android,0
USR00795,2025-06-28,Mumbai,India,272,Gold,1,Android,0
USR00796,2024-07-11,Bangalore,India,624,Bronze,1,Android,0
USR00797,2025-03-03,Bangalore,India,389,Gold,1,Android,0
USR00798,2025-11-14,Bangalore,India,133,Gold,2,iOS,0
USR00799,2026-01-14,Mumbai,India,72,Silver,1,Android,1
USR00800,2024-08-21,Pune,India,583,Gold,1,iOS,0
USR00801,2025-10-14,Delhi,India,164,Gold,2,iOS,1
USR00802,2024-03-07,Chennai,India,750,Gold,1,Android,0
USR00803,2024-10-24,Chennai,India,519,Gold,3,Android,0
USR00804,2024-03-17,Chennai,India,740,Gold,1,Android,0
USR00805,2024-08-04,Delhi,India,600,Gold,1,Web,0
USR00806,2023-12-13,Pune,India,835,Gold,3,iOS,0
USR00807,2026-03-05,Chennai,India,22,Bronze,1,Android,1
USR00808,2024-11-10,Mumbai,India,502,Bronze,1,Web,0
USR00809,2025-09-26,Chennai,India,182,Silver,1,Web,0
USR00810,2024-04-17,Delhi,India,709,Gold,3,iOS,0
USR00811,2025-05-14,Chennai,India,317,Gold,3,Android,0
USR00812,2024-10-24,Hyderabad,India,519,Gold,2,Web,0
USR00813,2024-02-13,Bangalore,India,773,Gold,2,iOS,0
USR00814,2024-03-03,Hyderabad,India,754,Bronze,1,Web,0
USR00815,2025-01-20,Hyderabad,India,431,Silver,2,iOS,0
USR00816,2025-02-14,Mumbai,India,406,Gold,1,Android,1
USR00817,2026-03-01,Delhi,India,26,Silver,1,iOS,1
USR00818,2025-11-08,Hyderabad,India,139,Silver,1,Android,0
USR00819,2025-07-19,Bangalore,India,251,Gold,2,Android,0
USR00820,2025-07-29,Bangalore,India,241,Gold,1,iOS,1
USR00821,2024-02-18,Pune,India,768,Silver,2,iOS,0
USR00822,2024-03-22,Delhi,India,735,Silver,1,Web,0
USR00823,2023-08-05,Chennai,India,965,Bronze,3,iOS,0
USR00824,2024-12-06,Delhi,India,476,Silver,1,Android,0
USR00825,2024-12-24,Bangalore,India,458,Silver,3,Android,0
USR00826,2023-11-24,Delhi,India,854,Bronze,1,Android,0
USR00827,2025-02-26,Bangalore,India,394,Silver,1,Web,1
USR00828,2024-11-20,Hyderabad,India,492,Bronze,1,Android,1
USR00829,2025-06-14,Bangalore,India,286,Gold,2,Web,0
USR00830,2025-08-02,Bangalore,India,237,Bronze,3,Android,1
USR00831,2025-08-19,Hyderabad,India,220,Gold,3,iOS,0
USR00832,2024-09-01,Hyderabad,India,572,Silver,3,iOS,0
USR00833,2024-02-04,Mumbai,India,782,Bronze,2,iOS,1
USR00834,2024-10-14,Chennai,India,529,Silver,2,Android,0
USR00835,2025-03-15,Delhi,India,377,Gold,1,iOS,0
USR00836,2024-02-09,Mumbai,India,777,Bronze,1,iOS,1
USR00837,2024-12-10,Hyderabad,India,472,Gold,2,Web,0
USR00838,2024-01-04,Pune,India,813,Silver,2,iOS,0
